Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    109     91.774      6.334		0.31467949913026405 | 0.7323258087671446
 R  30 G 275    109      96.26       4.42		0.07494648765613396 | 0.0501661501432048

 R  30 G 276    109     96.548      4.424		0.06494648765613396 | 0.060166150143204804

 R  30 G 277    109     96.486      4.454		0.06494648765613396 | 0.060166150143204804

 R  30 G 278    111      96.47      4.371		0.05494648765613397 | 0.0801661501432048

 R  30 G 279    107     96.518      4.232		0.05494648765613397 | 0.0801661501432048

 R  30 G 280    109      96.56      4.376		0.06494648765613396 | 0.060166150143204804

 R  30 G 281    111     96.646      4.246		0.06494648765613396 | 0.060166150143204804

 R  30 G 282    115     96.416      4.413		0.04494648765613396 | 0.0501661501432048

 R  30 G 283    109     96.216      4.282		0.06494648765613396 | 0.0501661501432048

 R  30 G 284    109     96.328      4.342		0.034946487656133965 | 0.05016615014320481

 R  30 G 285    109     96.414        4.4		0.034946487656133965 | 0.05016615014320481

 R  30 G 286    111     96.284      4.415		0.05494648765613396 | 0.030166150143204798

 R  30 G 287    109     96.644       4.48		0.06494648765613396 | 0.060166150143204804

 R  30 G 288    111      96.62      4.418		0.05494648765613396 | 0.060166150143204804

 R  30 G 289    111     96.544      4.252		0.05494648765613397 | 0.0801661501432048

 R  30 G 290    111     96.478      4.297		0.06494648765613396 | 0.0901661501432048

 R  30 G 291    107      96.34      4.314		0.06494648765613396 | 0.060166150143204804

 R  30 G 292    115     96.322      4.562		0.06494648765613396 | 0.0901661501432048

 R  30 G 293    109      96.63      4.344		0.05494648765613396 | 0.030166150143204798

 R  30 G 294    111     96.516      4.174		0.034946487656133965 | 0.0701661501432048

 R  30 G 295    109     96.554      4.316		0.08494648765613395 | 0.060166150143204804

 R  30 G 296    109     96.336      4.154		0.05494648765613396 | 0.060166150143204804

 R  30 G 297    111     96.698      4.519		0.05494648765613397 | 0.0801661501432048

 R  30 G 298    109     96.458        4.4		0.05494648765613396 | 0.060166150143204804

 R  30 G 299    109     96.574      4.277		0.05494648765613396 | 0.060166150143204804

 R  30 G 300    111     96.466      4.387		0.08494648765613395 | 0.060166150143204804

 R  30 G 301    113     96.558      4.359		0.04494648765613397 | 0.05016615014320481

 R  30 G 302    113     96.686      4.352		0.05494648765613396 | 0.060166150143204804

 R  30 G 303    109      96.45      4.313		0.034946487656133965 | 0.05016615014320481

 R  30 G 304    111     96.372      4.442		0.06494648765613396 | 0.0901661501432048

 R  30 G 305    113      96.69      4.374		0.04494648765613397 | 0.05016615014320481

 R  30 G 306    113     96.244      4.351		0.08494648765613395 | 0.060166150143204804

 R  30 G 307    111      96.37      4.404		0.05494648765613396 | 0.030166150143204798

 R  30 G 308    109      96.56      4.278		0.06494648765613396 | 0.0501661501432048

 R  30 G 309    111     96.552      4.518		0.034946487656133965 | 0.05016615014320481

 R  30 G 310    109     96.696      4.148		0.024946487656133963 | 0.05016615014320481

 R  30 G 311    109      96.51      4.304		0.05494648765613396 | 0.030166150143204798

 R  30 G 312    109     96.486      4.282		0.05494648765613396 | 0.060166150143204804

 R  30 G 313    109      96.46      4.316		0.05494648765613396 | 0.030166150143204798

 R  30 G 314    109      96.43      4.194		0.06494648765613396 | 0.0501661501432048

 R  30 G 315    107       96.4      4.149		0.034946487656133965 | 0.05016615014320481

 R  30 G 316    111     96.654      4.534		0.05494648765613397 | 0.0901661501432048

 R  30 G 317    109     96.738      4.195		0.06494648765613396 | 0.0501661501432048

 R  30 G 318    109     96.288       4.15		0.06494648765613396 | 0.0501661501432048

 R  30 G 319    111     96.522      4.208		0.04494648765613397 | 0.05016615014320481

 R  30 G 320    113     96.396      4.231		0.05494648765613396 | 0.060166150143204804

 R  30 G 321    111     96.378      4.279		0.034946487656133965 | 0.06016615014320481

 R  30 G 322    109      96.75      4.325		0.034946487656133965 | 0.06016615014320481

 R  30 G 323    113     96.414      4.366		0.06494648765613396 | 0.0501661501432048

 R  30 G 324    109     96.476      4.385		0.034946487656133965 | 0.05016615014320481

 R  30 G 325    107     96.446      4.254		0.05494648765613396 | 0.060166150143204804

 R  30 G 326    109     96.628      4.326		0.034946487656133965 | 0.05016615014320481

 R  30 G 327    111       96.7       4.32		0.04494648765613396 | 0.060166150143204804

 R  30 G 328    111      96.22      4.174		0.04494648765613397 | 0.05016615014320481

 R  30 G 329    109     96.544      4.213		0.034946487656133965 | 0.06016615014320481

 R  30 G 330    111     96.316      4.316		0.05494648765613396 | 0.060166150143204804

 R  30 G 331    109      96.47      4.449		0.06494648765613396 | 0.0401661501432048

 R  30 G 332    109     96.748      4.257		0.04494648765613397 | 0.04016615014320481

 R  30 G 333    109     96.368       4.28		0.05494648765613396 | 0.060166150143204804

 R  30 G 334    109     96.444      4.238		0.06494648765613396 | 0.0501661501432048

 R  30 G 335    109      96.51       4.28		0.06494648765613396 | 0.0501661501432048

 R  30 G 336    107     96.502      4.314		0.05494648765613396 | 0.0501661501432048

 R  30 G 337    109      96.56      4.145		0.06494648765613396 | 0.0401661501432048

 R  30 G 338    111     96.566      4.147		0.06494648765613396 | 0.0501661501432048

 R  30 G 339    111     96.798      4.334		0.05494648765613396 | 0.060166150143204804

 R  30 G 340    113     96.618      4.249		0.04494648765613397 | 0.04016615014320481

 R  30 G 341    109     96.424      4.371		0.05494648765613396 | 0.0501661501432048

 R  30 G 342    111     96.624      4.316		0.05494648765613396 | 0.060166150143204804

 R  30 G 343    109      96.56      4.133		0.034946487656133965 | 0.05016615014320481

 R  30 G 344    111     96.474      4.193		0.05494648765613396 | 0.0501661501432048

 R  30 G 345    109     96.542      4.275		0.04494648765613397 | 0.030166150143204805

 R  30 G 346    109     96.436      4.259		0.034946487656133965 | 0.06016615014320481

 R  30 G 347    109     96.356      4.127		0.05494648765613396 | 0.060166150143204804

 R  30 G 348    107     96.394      4.145		0.034946487656133965 | 0.05016615014320481

 R  30 G 349    109     96.432      4.275		0.04494648765613397 | 0.04016615014320481

 R  30 G 350    113     96.494      4.235		0.04494648765613396 | 0.060166150143204804

 R  30 G 351    109     96.638      4.278		0.04494648765613396 | 0.060166150143204804

 R  30 G 352    111     96.624      4.426		0.05494648765613396 | 0.0501661501432048

 R  30 G 353    111       96.4      4.389		0.05494648765613396 | 0.0501661501432048

 R  30 G 354    109      96.49      4.248		0.04494648765613396 | 0.060166150143204804

 R  30 G 355    111     96.252      4.297		0.05494648765613396 | 0.0501661501432048

 R  30 G 356    113     96.378       4.39		0.034946487656133965 | 0.06016615014320481

 R  30 G 357    109     96.606      4.339		0.06494648765613396 | 0.0501661501432048

 R  30 G 358    109     96.392      4.293		0.05494648765613396 | 0.0501661501432048

 R  30 G 359    113     96.234      4.339		0.05494648765613396 | 0.0501661501432048

 R  30 G 360    109     96.528      4.391		0.06494648765613396 | 0.0501661501432048

 R  30 G 361    115      96.54      4.421		0.034946487656133965 | 0.05016615014320481

 R  30 G 362    111     96.702      4.372		0.04494648765613396 | 0.060166150143204804

 R  30 G 363    107     96.606      4.346		0.05494648765613396 | 0.0501661501432048

 R  30 G 364    111     96.514      4.304		0.05494648765613396 | 0.0501661501432048

 R  30 G 365    109     96.402      4.103		0.05494648765613396 | 0.0501661501432048

 R  30 G 366    109     96.092      4.097		0.06494648765613396 | 0.0501661501432048

 R  30 G 367    109      96.61      4.049		0.034946487656133965 | 0.05016615014320481

 R  30 G 368    111     96.298      4.392		0.034946487656133965 | 0.0701661501432048

 R  30 G 369    109       96.4      4.132		0.05494648765613396 | 0.0501661501432048

 R  30 G 370    109     96.554       4.26		0.04494648765613396 | 0.0501661501432048

 R  30 G 371    111      96.47        4.3		0.06494648765613396 | 0.0501661501432048

 R  30 G 372    109     96.456      4.202		0.05494648765613396 | 0.0701661501432048

 R  30 G 373    111     96.554      4.254		0.07494648765613396 | 0.0401661501432048

 R  30 G 374    109     96.484      4.128		0.04494648765613396 | 0.0701661501432048

 R  30 G 375    109     96.512      4.178		0.06494648765613396 | 0.0501661501432048

 R  30 G 376    109       96.3      4.279		0.06494648765613396 | 0.0501661501432048

 R  30 G 377    107     96.408      4.234		0.04494648765613396 | 0.0501661501432048

 R  30 G 378    111     96.366      4.274		0.06494648765613396 | 0.0501661501432048

 R  30 G 379    111     96.688      4.249		0.05494648765613396 | 0.0501661501432048

 R  30 G 380    111     96.548      4.233		0.04494648765613397 | 0.04016615014320481

 R  30 G 381    109      96.53      4.272		0.04494648765613396 | 0.0501661501432048

 R  30 G 382    109     96.408      4.241		0.07494648765613396 | 0.0501661501432048

 R  30 G 383    111     96.408      4.256		0.04494648765613396 | 0.060166150143204804

 R  30 G 384    109     96.272      4.138		0.05494648765613397 | 0.04016615014320481

 R  30 G 385    109     96.682      4.392		0.034946487656133965 | 0.06016615014320481

 R  30 G 386    111     96.468      4.117		0.06494648765613396 | 0.0501661501432048

 R  30 G 387    109     96.594      4.342		0.05494648765613396 | 0.0501661501432048

 R  30 G 388    109     96.472      4.216		0.07494648765613396 | 0.0501661501432048

 R  30 G 389    109     96.678      4.273		0.04494648765613396 | 0.060166150143204804

 R  30 G 390    109     96.548      4.208		0.04494648765613396 | 0.060166150143204804

 R  30 G 391    111      96.46      4.237		0.034946487656133965 | 0.06016615014320481

 R  30 G 392    109     96.708      4.157		0.05494648765613396 | 0.0501661501432048

 R  30 G 393    109     96.386      4.184		0.034946487656133965 | 0.06016615014320481

 R  30 G 394    109     96.322      4.291		0.04494648765613397 | 0.04016615014320481

 R  30 G 395    109     96.526      4.468		0.05494648765613396 | 0.0501661501432048

 R  30 G 396    111     96.674      4.189		0.07494648765613396 | 0.0501661501432048

 R  30 G 397    113     96.588      4.286		0.04494648765613397 | 0.04016615014320481

 R  30 G 398    109     96.472      4.421		0.07494648765613396 | 0.0401661501432048

 R  30 G 399    109      96.58      4.378		0.08494648765613395 | 0.0401661501432048

 R  30 G 400    111     96.492      4.255		0.04494648765613396 | 0.060166150143204804

 R  30 G 401    111     96.488      4.304		0.07494648765613396 | 0.0501661501432048

 R  30 G 402    111      96.53      4.244		0.034946487656133965 | 0.04016615014320481

 R  30 G 403    111     96.694      4.216		0.034946487656133965 | 0.030166150143204805

 R  30 G 404    111     96.628      4.252		0.05494648765613396 | 0.0501661501432048

 R  30 G 405    109      96.56        4.1		0.07494648765613396 | 0.0401661501432048

 R  30 G 406    111     96.582      4.283		0.07494648765613396 | 0.0501661501432048

 R  30 G 407    111      96.57      4.342		0.05494648765613396 | 0.0501661501432048

 R  30 G 408    109     96.496      4.284		0.04494648765613396 | 0.060166150143204804

 R  30 G 409    109     96.514      4.265		0.05494648765613396 | 0.0501661501432048

 R  30 G 410    109     96.638      4.298		0.08494648765613395 | 0.0401661501432048

 R  30 G 411    111      96.51      4.226		0.07494648765613396 | 0.0401661501432048

 R  30 G 412    109     96.482      4.231		0.08494648765613395 | 0.0501661501432048

 R  30 G 413    109     96.386      4.201		0.034946487656133965 | 0.04016615014320481

 R  30 G 414    111     96.486      4.059		0.034946487656133965 | 0.04016615014320481

 R  30 G 415    109     96.596      4.123		0.034946487656133965 | 0.04016615014320481

 R  30 G 416    111     96.442      4.195		0.04494648765613397 | 0.04016615014320481

 R  30 G 417    111     96.506      4.222		0.07494648765613396 | 0.030166150143204798

 R  30 G 418    113      96.75      4.259		0.034946487656133965 | 0.04016615014320481

 R  30 G 419    111     96.714      4.117		0.03494648765613396 | 0.0701661501432048

 R  30 G 420    109     96.602      3.897		0.07494648765613396 | 0.0501661501432048

 R  30 G 421    109      96.57      4.012		0.034946487656133965 | 0.04016615014320481

 R  30 G 422    109      96.65      4.231		0.034946487656133965 | 0.04016615014320481

 R  30 G 423    109     96.544      4.082		0.04494648765613397 | 0.04016615014320481

 R  30 G 424    111      96.54      4.127		0.034946487656133965 | 0.04016615014320481

 R  30 G 425    113     96.804      4.194		0.03494648765613396 | 0.0701661501432048

 R  30 G 426    109     96.842      4.203		0.04494648765613397 | 0.04016615014320481

 R  30 G 427    111     96.696      4.242		0.03494648765613396 | 0.0701661501432048

 R  30 G 428    109     96.716      4.098		0.07494648765613396 | 0.0501661501432048

 R  30 G 429    111     96.458       4.22		0.03494648765613396 | 0.0701661501432048

 R  30 G 430    111     96.536       4.19		0.07494648765613396 | 0.0401661501432048

 R  30 G 431    109     96.556      4.169		0.04494648765613397 | 0.04016615014320481

 R  30 G 432    111     96.674      4.043		0.03494648765613396 | 0.0701661501432048

 R  30 G 433    111     96.732      4.176		0.03494648765613396 | 0.0701661501432048

 R  30 G 434    109     96.606      4.101		0.024946487656133963 | 0.020166150143204803

 R  30 G 435    111     96.506      4.197		0.09494648765613395 | 0.0401661501432048

 R  30 G 436    107     96.718      4.003		0.024946487656133963 | 0.030166150143204805

 R  30 G 437    109     96.502      4.048		0.03494648765613396 | 0.0701661501432048

 R  30 G 438    111     96.704       4.16		0.09494648765613395 | 0.0401661501432048

 R  30 G 439    109     96.482      4.155		0.03494648765613396 | 0.0701661501432048

 R  30 G 440    109     96.626      4.135		0.034946487656133965 | 0.04016615014320481

 R  30 G 441    111      96.64      4.055		0.034946487656133965 | 0.030166150143204805

 R  30 G 442    111     96.718      4.202		0.04494648765613397 | 0.05016615014320481

 R  30 G 443    111     96.718      4.015		0.034946487656133965 | 0.04016615014320481

 R  30 G 444    109     96.654      4.031		0.034946487656133965 | 0.04016615014320481

 R  30 G 445    109      96.73      4.085		0.03494648765613396 | 0.0701661501432048

 R  30 G 446    109     96.664      4.162		0.014946487656133963 | 0.04016615014320481

 R  30 G 447    111     96.366      4.044		0.024946487656133963 | 0.030166150143204805

 R  30 G 448    111     96.642      4.109		0.04494648765613397 | 0.04016615014320481

 R  30 G 449    109     96.818       4.17		0.024946487656133963 | 0.030166150143204805

 R  30 G 450    109       96.8      4.157		0.024946487656133963 | 0.030166150143204805

 R  30 G 451    111     96.616      4.181		0.08494648765613395 | 0.0401661501432048

 R  30 G 452    109      96.66      4.133		0.024946487656133963 | 0.04016615014320481

 R  30 G 453    109     96.542      3.996		0.04494648765613397 | 0.04016615014320481

 R  30 G 454    111     96.656      4.069		0.08494648765613395 | 0.0401661501432048

 R  30 G 455    109      96.53      4.137		0.04494648765613397 | 0.04016615014320481
