Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    173     147.29      9.411		0.01879760767170746 | 0.06135201897844156
 R  29 G 298    167    155.196      4.713		0.9641605721977965 | 0.09061792316068767

 R  29 G 299    167    155.154      4.729		0.9641605721977965 | 0.10061792316068767

 R  29 G 300    167    155.146      4.742		0.9641605721977965 | 0.10061792316068767

 R  29 G 301    169    155.128      4.834		0.9641605721977965 | 0.10061792316068767

 R  29 G 302    169    155.006      4.701		0.9741605721977965 | 0.10061792316068767

 R  29 G 303    169    154.994      4.598		0.9641605721977965 | 0.09061792316068767

 R  29 G 304    167    155.112      4.562		0.9641605721977965 | 0.11061792316068766

 R  29 G 305    167     154.92      4.699		0.9441605721977965 | 0.10061792316068767

 R  29 G 306    167    154.898      4.836		0.9641605721977965 | 0.09061792316068767

 R  29 G 307    167     155.34      4.556		0.9541605721977965 | 0.10061792316068767

 R  29 G 308    169    155.082      4.484		0.9641605721977965 | 0.09061792316068767

 R  29 G 309    167    155.268      4.737		0.9641605721977965 | 0.09061792316068767

 R  29 G 310    167    155.194      4.581		0.9741605721977965 | 0.09061792316068767

 R  29 G 311    169    155.288      4.653		0.9641605721977965 | 0.09061792316068767

 R  29 G 312    165    155.016      4.961		0.9741605721977965 | 0.11061792316068766

 R  29 G 313    169    155.112      4.636		0.9641605721977965 | 0.11061792316068766

 R  29 G 314    167     154.91      4.664		0.9541605721977965 | 0.11061792316068766

 R  29 G 315    167    155.188      4.713		0.9741605721977965 | 0.10061792316068767

 R  29 G 316    171     154.97      4.731		0.9641605721977965 | 0.09061792316068767

 R  29 G 317    167     155.27      4.539		0.9541605721977965 | 0.11061792316068766

 R  29 G 318    167    155.138      4.689		0.9641605721977965 | 0.12061792316068766

 R  29 G 319    167    155.184      4.817		0.9641605721977965 | 0.09061792316068767

 R  29 G 320    167    154.858      5.018		0.9641605721977965 | 0.09061792316068767

 R  29 G 321    167    154.922      4.679		0.9641605721977965 | 0.11061792316068766

 R  29 G 322    167    155.038      4.813		0.9641605721977965 | 0.09061792316068767

 R  29 G 323    169    155.052      4.435		0.9641605721977965 | 0.09061792316068767

 R  29 G 324    169    155.168       5.02		0.9741605721977965 | 0.10061792316068767

 R  29 G 325    167    154.786      4.874		0.9541605721977965 | 0.11061792316068766

 R  29 G 326    167    154.984      4.883		0.9641605721977965 | 0.11061792316068766

 R  29 G 327    169     154.91      4.776		0.9741605721977965 | 0.11061792316068766

 R  29 G 328    169    155.264      4.616		0.9541605721977965 | 0.11061792316068766

 R  29 G 329    167    154.876      4.641		0.9641605721977965 | 0.09061792316068767

 R  29 G 330    167    154.864      4.825		0.9641605721977965 | 0.10061792316068767

 R  29 G 331    169    154.988      4.642		0.9541605721977965 | 0.11061792316068766

 R  29 G 332    169    154.826      4.873		0.9541605721977965 | 0.11061792316068766

 R  29 G 333    169    155.134      4.474		0.9641605721977965 | 0.10061792316068767

 R  29 G 334    167    155.066      4.537		0.9541605721977965 | 0.11061792316068766

 R  29 G 335    167    155.138      4.473		0.9541605721977965 | 0.11061792316068766

 R  29 G 336    169     155.08      4.524		0.9741605721977965 | 0.11061792316068766

 R  29 G 337    169    154.964      4.654		0.9641605721977965 | 0.11061792316068766

 R  29 G 338    169    154.944      4.661		0.9741605721977965 | 0.11061792316068766

 R  29 G 339    169    155.242      4.647		0.9541605721977965 | 0.11061792316068766

 R  29 G 340    169    155.252      4.653		0.9541605721977965 | 0.11061792316068766

 R  29 G 341    169    154.984      4.941		0.9641605721977965 | 0.10061792316068767

 R  29 G 342    167    154.966      4.763		0.9741605721977965 | 0.11061792316068766

 R  29 G 343    169    155.148      4.549		0.9541605721977965 | 0.11061792316068766

 R  29 G 344    165    154.856      4.777		0.9641605721977965 | 0.10061792316068767

 R  29 G 345    167     155.04      4.867		0.9741605721977965 | 0.10061792316068767

 R  29 G 346    169     154.99      4.682		0.9641605721977965 | 0.08061792316068768

 R  29 G 347    167    155.606      4.613		0.9541605721977965 | 0.11061792316068766

 R  29 G 348    169    155.364      4.525		0.9541605721977965 | 0.12061792316068766

 R  29 G 349    167    154.812      4.908		0.9741605721977965 | 0.11061792316068766

 R  29 G 350    167    154.954      4.737		0.9741605721977965 | 0.10061792316068767

 R  29 G 351    167    154.932      4.799		0.9641605721977965 | 0.10061792316068767

 R  29 G 352    167    155.134      4.676		0.9641605721977965 | 0.08061792316068768

 R  29 G 353    169    155.032      4.649		0.9541605721977965 | 0.12061792316068766

 R  29 G 354    169    155.054      4.723		0.9641605721977965 | 0.09061792316068767

 R  29 G 355    167    155.192      4.624		0.9741605721977965 | 0.10061792316068767

 R  29 G 356    167    155.186      4.706		0.9541605721977965 | 0.12061792316068766

 R  29 G 357    169    154.824      4.727		0.9741605721977965 | 0.11061792316068766

 R  29 G 358    171     155.22      4.722		0.9641605721977965 | 0.08061792316068768

 R  29 G 359    167    155.138      4.719		0.9741605721977965 | 0.10061792316068767

 R  29 G 360    169    155.188      4.537		0.9741605721977965 | 0.10061792316068767

 R  29 G 361    167     155.29      4.463		0.9641605721977965 | 0.08061792316068768

 R  29 G 362    169    155.326      4.697		0.9741605721977965 | 0.09061792316068767

 R  29 G 363    169    155.288      4.685		0.9641605721977965 | 0.10061792316068767

 R  29 G 364    167    155.068      4.684		0.9741605721977965 | 0.09061792316068767

 R  29 G 365    167    155.118      4.586		0.9741605721977965 | 0.09061792316068767

 R  29 G 366    167    155.272      4.535		0.9741605721977965 | 0.09061792316068767

 R  29 G 367    169    154.922      4.648		0.9741605721977965 | 0.09061792316068767

 R  29 G 368    167    155.224       4.75		0.9741605721977965 | 0.09061792316068767

 R  29 G 369    167     155.33      4.714		0.9541605721977965 | 0.12061792316068766

 R  29 G 370    167    155.478      4.701		0.9741605721977965 | 0.09061792316068767

 R  29 G 371    167     155.03      4.691		0.9741605721977965 | 0.10061792316068767

 R  29 G 372    171    155.364      4.502		0.9741605721977965 | 0.09061792316068767

 R  29 G 373    167    155.226      4.427		0.9741605721977965 | 0.09061792316068767

 R  29 G 374    167    155.212       4.51		0.9641605721977965 | 0.08061792316068768

 R  29 G 375    167    155.086      4.472		0.9641605721977965 | 0.12061792316068766

 R  29 G 376    167    155.302      4.579		0.9741605721977965 | 0.10061792316068767

 R  29 G 377    167    155.232      4.677		0.9741605721977965 | 0.09061792316068767

 R  29 G 378    167    155.256      4.555		0.9641605721977965 | 0.10061792316068767

 R  29 G 379    167    155.388      4.427		0.9741605721977965 | 0.09061792316068767

 R  29 G 380    169    155.218      4.501		0.9741605721977965 | 0.10061792316068767

 R  29 G 381    167     155.48      4.462		0.9641605721977965 | 0.12061792316068766

 R  29 G 382    167    155.228      4.532		0.9641605721977965 | 0.09061792316068767

 R  29 G 383    169    155.514      4.454		0.9741605721977965 | 0.10061792316068767

 R  29 G 384    167    155.176      4.424		0.9741605721977965 | 0.10061792316068767

 R  29 G 385    169    155.358      4.275		0.9741605721977965 | 0.09061792316068767

 R  29 G 386    167    155.222      4.532		0.9641605721977965 | 0.09061792316068767

 R  29 G 387    167    155.122      4.558		0.9741605721977965 | 0.10061792316068767

 R  29 G 388    167    155.394      4.447		0.9741605721977965 | 0.12061792316068766

 R  29 G 389    169     155.18      4.598		0.9641605721977965 | 0.09061792316068767

 R  29 G 390    167    155.474      4.445		0.9741605721977965 | 0.09061792316068767

 R  29 G 391    165    155.098      4.512		0.9741605721977965 | 0.09061792316068767

 R  29 G 392    167    155.312      4.466		0.9641605721977965 | 0.10061792316068767

 R  29 G 393    167    155.534      4.363		0.9741605721977965 | 0.09061792316068767

 R  29 G 394    167    155.226      4.582		0.9741605721977965 | 0.09061792316068767

 R  29 G 395    167    155.446      4.341		0.9741605721977965 | 0.09061792316068767

 R  29 G 396    167     155.46      4.495		0.9741605721977965 | 0.10061792316068767

 R  29 G 397    167     155.12      4.653		0.9741605721977965 | 0.09061792316068767

 R  29 G 398    165    155.624      4.336		0.9641605721977965 | 0.09061792316068767

 R  29 G 399    165    155.404      4.484		0.9741605721977965 | 0.10061792316068767

 R  29 G 400    167    155.028      4.465		0.9741605721977965 | 0.09061792316068767

 R  29 G 401    167    155.232      4.451		0.9741605721977965 | 0.11061792316068766

 R  29 G 402    167     155.22       4.38		0.9541605721977965 | 0.07061792316068768

 R  29 G 403    167    155.142      4.441		0.9741605721977965 | 0.10061792316068767

 R  29 G 404    167     155.41      4.528		0.9741605721977965 | 0.09061792316068767

 R  29 G 405    167    155.608       4.33		0.9741605721977965 | 0.09061792316068767

 R  29 G 406    165    155.382      4.438		0.9741605721977965 | 0.10061792316068767

 R  29 G 407    167    155.284      4.549		0.9741605721977965 | 0.09061792316068767

 R  29 G 408    167    155.426      4.368		0.9741605721977965 | 0.08061792316068768

 R  29 G 409    167    155.394      4.507		0.9741605721977965 | 0.08061792316068768

 R  29 G 410    167    155.364      4.334		0.9541605721977965 | 0.07061792316068768

 R  29 G 411    169     155.56      4.373		0.9641605721977965 | 0.10061792316068767

 R  29 G 412    167    155.656      4.478		0.9741605721977965 | 0.09061792316068767

 R  29 G 413    169    155.352      4.524		0.9741605721977965 | 0.09061792316068767

 R  29 G 414    169    155.236      4.543		0.9741605721977965 | 0.10061792316068767

 R  29 G 415    169     155.49      4.457		0.9741605721977965 | 0.08061792316068768

 R  29 G 416    165    155.226      4.438		0.9641605721977965 | 0.11061792316068766

 R  29 G 417    167    155.318      4.562		0.9741605721977965 | 0.09061792316068767

 R  29 G 418    167    155.538      4.411		0.9741605721977965 | 0.09061792316068767

 R  29 G 419    165    155.304      4.333		0.9741605721977965 | 0.09061792316068767

 R  29 G 420    169    155.306      4.459		0.9741605721977965 | 0.08061792316068768

 R  29 G 421    169    155.434      4.334		0.9541605721977965 | 0.07061792316068768

 R  29 G 422    169    155.374      4.377		0.9741605721977965 | 0.10061792316068767

 R  29 G 423    167     155.19      4.451		0.9741605721977965 | 0.10061792316068767

 R  29 G 424    167     155.59      4.338		0.9541605721977965 | 0.08061792316068768

 R  29 G 425    169    155.196      4.331		0.9741605721977965 | 0.09061792316068767

 R  29 G 426    167    155.408      4.387		0.9641605721977965 | 0.09061792316068767

 R  29 G 427    167    155.428      4.646		0.9741605721977965 | 0.08061792316068768

 R  29 G 428    165    155.308      4.439		0.9641605721977965 | 0.08061792316068768

 R  29 G 429    167    155.116      4.476		0.9741605721977965 | 0.09061792316068767

 R  29 G 430    167     155.61      4.265		0.9741605721977965 | 0.08061792316068768

 R  29 G 431    167     155.45      4.459		0.9741605721977965 | 0.08061792316068768

 R  29 G 432    167    155.466      4.486		0.9741605721977965 | 0.08061792316068768

 R  29 G 433    169    155.558      4.374		0.9841605721977965 | 0.08061792316068768

 R  29 G 434    167    155.286      4.608		0.9841605721977965 | 0.08061792316068768

 R  29 G 435    167    155.338      4.376		0.9741605721977965 | 0.08061792316068768

 R  29 G 436    167     155.44       4.27		0.9641605721977965 | 0.08061792316068768

 R  29 G 437    167    155.566      4.584		0.9541605721977965 | 0.07061792316068768

 R  29 G 438    167    155.328      4.447		0.9741605721977965 | 0.08061792316068768

 R  29 G 439    169    155.392      4.353		0.9741605721977965 | 0.08061792316068768

 R  29 G 440    169    155.322      4.472		0.9741605721977965 | 0.08061792316068768

 R  29 G 441    167    155.438      4.446		0.9741605721977965 | 0.08061792316068768

 R  29 G 442    167     155.44      4.598		0.9441605721977965 | 0.07061792316068768

 R  29 G 443    169    155.366      4.421		0.9741605721977965 | 0.09061792316068767

 R  29 G 444    169    155.656      4.343		0.9741605721977965 | 0.09061792316068767

 R  29 G 445    169     155.33      4.316		0.9741605721977965 | 0.09061792316068767

 R  29 G 446    165     155.47      4.377		0.9741605721977965 | 0.09061792316068767

 R  29 G 447    167    155.446      4.385		0.9941605721977965 | 0.08061792316068768

 R  29 G 448    169    155.386       4.57		0.9741605721977965 | 0.08061792316068768

 R  29 G 449    165    155.492      4.322		0.9741605721977965 | 0.07061792316068768

 R  29 G 450    167    155.256      4.581		0.9741605721977965 | 0.08061792316068768

 R  29 G 451    165    155.398      4.327		0.9741605721977965 | 0.08061792316068768

 R  29 G 452    167    155.452      4.375		0.9641605721977965 | 0.08061792316068768

 R  29 G 453    167     155.35      4.293		0.9741605721977965 | 0.08061792316068768

 R  29 G 454    169    155.528       4.36		0.9741605721977965 | 0.08061792316068768

 R  29 G 455    167    155.524      4.353		0.9641605721977965 | 0.09061792316068767

 R  29 G 456    167    155.304      4.479		0.9741605721977965 | 0.08061792316068768

 R  29 G 457    165    155.538      4.384		0.9741605721977965 | 0.09061792316068767

 R  29 G 458    167    155.608      4.197		0.9741605721977965 | 0.08061792316068768

 R  29 G 459    167     155.31      4.194		0.9741605721977965 | 0.09061792316068767

 R  29 G 460    167     155.53       4.33		0.9741605721977965 | 0.09061792316068767

 R  29 G 461    165    155.518      4.277		0.9741605721977965 | 0.08061792316068768

 R  29 G 462    171    155.436      4.416		0.9741605721977965 | 0.08061792316068768

 R  29 G 463    169    155.476      4.363		0.9741605721977965 | 0.09061792316068767

 R  29 G 464    167    155.326      4.408		0.9541605721977965 | 0.07061792316068768

 R  29 G 465    167    155.212       4.58		0.9841605721977965 | 0.09061792316068767

 R  29 G 466    167     155.56      4.353		0.9641605721977965 | 0.08061792316068768

 R  29 G 467    167    155.658      4.225		0.9741605721977965 | 0.08061792316068768

 R  29 G 468    165     155.35      4.346		0.9641605721977965 | 0.08061792316068768

 R  29 G 469    167    155.576      4.162		0.9741605721977965 | 0.07061792316068768

 R  29 G 470    169     155.55      4.303		0.9641605721977965 | 0.07061792316068768

 R  29 G 471    167    155.656      4.357		0.9741605721977965 | 0.08061792316068768

 R  29 G 472    167    155.554      4.308		0.9741605721977965 | 0.09061792316068767

 R  29 G 473    165     155.58       4.03		0.9741605721977965 | 0.08061792316068768

 R  29 G 474    169     155.47       4.22		0.9741605721977965 | 0.09061792316068767

 R  29 G 475    167     155.16       4.48		0.9741605721977965 | 0.08061792316068768

 R  29 G 476    167     155.39      4.356		0.9741605721977965 | 0.06061792316068768

 R  29 G 477    171     155.62       4.44		0.9741605721977965 | 0.05061792316068768

 R  29 G 478    167    155.374      4.541		0.9641605721977965 | 0.08061792316068768

 R  29 G 479    167     155.56      4.427		0.9641605721977965 | 0.08061792316068768

 R  29 G 480    167    155.594      4.347		0.9741605721977965 | 0.06061792316068768

 R  29 G 481    167    155.688      4.472		0.9741605721977965 | 0.06061792316068768

 R  29 G 482    167    155.568      4.237		0.9741605721977965 | 0.07061792316068768

 R  29 G 483    167    155.632       4.41		0.9741605721977965 | 0.06061792316068768

 R  29 G 484    169    155.484      4.378		0.9741605721977965 | 0.07061792316068768

 R  29 G 485    169    155.768      4.293		0.9741605721977965 | 0.06061792316068768

 R  29 G 486    167     155.56      4.215		0.9641605721977965 | 0.08061792316068768

 R  29 G 487    167    155.416      4.278		0.9741605721977965 | 0.08061792316068768

 R  29 G 488    167    155.282      4.511		0.9741605721977965 | 0.07061792316068768

 R  29 G 489    167    155.506      4.339		0.9741605721977965 | 0.08061792316068768
