Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    173     147.29      9.411		0.01879760767170746 | 0.06135201897844156

 R  28 G 443    163    157.026      2.998		0.98 | 0.005381257840089495

 R  28 G 444    165    156.744      3.001		0.99 | 0.005381257840089495

 R  28 G 445    167    156.838      3.049		0.98 | 0.005381257840089495

 R  28 G 446    165    156.762      3.076		0.99 | 0.025381257840089495

 R  28 G 447    163    156.882      2.958		1.0 | 0.0

 R  28 G 448    163    156.994      3.124		0.99 | 0.005381257840089495

 R  28 G 449    165    156.992       3.05		0.99 | 0.005381257840089495

 R  28 G 450    167    156.832      3.046		0.99 | 0.005381257840089495

 R  28 G 451    163    156.882      3.106		0.99 | 0.005381257840089495

 R  28 G 452    165     156.76      3.029		0.99 | 0.0

 R  28 G 453    165      157.0      2.949		0.99 | 0.005381257840089495

 R  28 G 454    165     156.82      3.067		0.99 | 0.0

 R  28 G 455    165    156.692      2.978		0.98 | 0.005381257840089495

 R  28 G 456    163     156.95      3.127		1.0 | 0.0

 R  28 G 457    165     157.05      3.078		0.98 | 0.0

 R  28 G 458    165    156.912       3.09		0.98 | 0.015381257840089495

 R  28 G 459    163    156.926      2.988		1.0 | 0.0

 R  28 G 460    163    156.836      2.986		1.0 | 0.0

 R  28 G 461    163    157.076       2.94		1.0 | 0.0

 R  28 G 462    163    156.776      2.958		1.0 | 0.0

 R  28 G 463    165    156.906       2.94		0.99 | 0.01

 R  28 G 464    169    156.888      3.042		0.99 | 0.01

 R  28 G 465    163    156.822       2.99		1.0 | 0.01

 R  28 G 466    163    156.938      3.062		1.0 | 0.0

 R  28 G 467    165    156.912      2.956		0.98 | 0.015381257840089495

 R  28 G 468    165    156.878       3.08		0.99 | 0.0

 R  28 G 469    165    156.902      2.967		0.99 | 0.0

 R  28 G 470    165    156.944      3.009		0.99 | 0.0

 R  28 G 471    165    156.888      2.918		0.99 | 0.0

 R  28 G 472    165    156.926      3.079		0.98 | 0.0

 R  28 G 473    165    156.934      3.052		0.99 | 0.0

 R  28 G 474    165    157.022      2.973		0.98 | 0.0

 R  28 G 475    167    156.938      3.171		0.99 | 0.0

 R  28 G 476    165    156.878      3.105		0.98 | 0.0

 R  28 G 477    163    156.886       3.11		1.0 | 0.005381257840089495

 R  28 G 478    165    156.784      3.218		0.98 | 0.015381257840089495

 R  28 G 479    167    156.804      3.015		0.98 | 0.015381257840089495

 R  28 G 480    165    156.904      3.023		0.99 | 0.0

 R  28 G 481    165    157.004      3.008		0.99 | 0.0

 R  28 G 482    165     156.82       3.05		0.98 | 0.0

 R  28 G 483    165    156.854      3.024		0.99 | 0.0

 R  28 G 484    163     157.07      2.957		1.0 | 0.0

 R  28 G 485    165    157.014      2.926		0.99 | 0.0

 R  28 G 486    165    157.066      2.964		0.99 | 0.0

 R  28 G 487    167     156.97      2.967		0.99 | 0.0

 R  28 G 488    167    157.014      2.898		0.98 | 0.0

 R  28 G 489    163    156.966      2.958		1.0 | 0.0

 R  28 G 490    163     156.99      2.895		1.0 | 0.0

 R  28 G 491    167    156.944      3.029		0.99 | 0.0

 R  28 G 492    163    156.946      2.942		1.0 | 0.0

 R  28 G 493    167     156.72      2.911		0.99 | 0.0

 R  28 G 494    165    157.098      2.982		0.98 | 0.0

 R  28 G 495    163    156.964      2.935		1.0 | 0.0

 R  28 G 496    165    156.962      2.981		0.98 | 0.0

 R  28 G 497    163     156.79      3.019		0.99 | 0.0

 R  28 G 498    165    157.066      2.905		0.98 | 0.0

 R  28 G 499    163    157.094      3.006		1.0 | 0.0

28     4       0.99       0.01 RawFitness
           0          0          177

 R  29 G   0    173    147.148      8.925		0.2761875417993702 | 0.3978664579013521

 R  29 G   1    171    147.784      9.025		0.8136402948924167 | 0.03776454351133596

 R  29 G   2    173     148.29      9.068		0.373873709346345 | 0.7049783906288277

 R  29 G   3    173    149.454      8.776		0.5160095122747016 | 0.20605368229032195

 R  29 G   4    177    150.206       8.28		0.42081123065165005 | 0.08055422909123355

 R  29 G   5    179    149.996      8.314		0.19993337594391225 | 0.22288264165423533

 R  29 G   6    173    150.716       7.96		0.16080816747227922 | 0.4969094776292028

 R  29 G   7    175    150.242      7.922		0.7415123929873532 | 0.556834014742155

 R  29 G   8    175    151.496      7.648		0.7640420563122959 | 0.17047579264487245

 R  29 G   9    177    151.386      6.984		0.8127196013226411 | 0.06965388750593937

 R  29 G  10    175    151.756      7.083		0.5160095122747016 | 0.20605368229032195

 R  29 G  11    177     151.96      7.326		0.4020959461829129 | 0.16815870962431756

 R  29 G  12    173    151.818       7.02		0.8127196013226411 | 0.06965388750593937

 R  29 G  13    177    152.318       6.87		0.8136402948924167 | 0.03776454351133596

 R  29 G  14    175     152.64       6.64		0.8127196013226411 | 0.06965388750593937

 R  29 G  15    173    152.432      6.523		0.4020959461829129 | 0.16815870962431756

 R  29 G  16    181    153.102      6.629		0.5647133612862038 | 0.08235968392785285

 R  29 G  17    173     152.67      6.591		0.777138606507188 | 0.09699030225449745

 R  29 G  18    175    153.084      6.666		0.777138606507188 | 0.09699030225449745

 R  29 G  19    173    153.202      6.624		0.8127196013226411 | 0.06965388750593937

 R  29 G  20    173    152.826      6.559		0.4020959461829129 | 0.16815870962431756

 R  29 G  21    171    153.324      6.372		0.9085587525763121 | 0.1180221349063767

 R  29 G  22    175    153.022      6.591		0.8127196013226411 | 0.06965388750593937

 R  29 G  23    173    153.226      6.576		0.644182177748522 | 0.06515328805540743

 R  29 G  24    175    153.106      6.417		0.7189937243708051 | 0.10539797137941587

 R  29 G  25    175    153.076      6.215		0.777138606507188 | 0.09699030225449745

 R  29 G  26    173    153.034      6.645		0.9085587525763121 | 0.13802213490637671

 R  29 G  27    173     153.28      6.561		0.8227196013226411 | 0.06965388750593937

 R  29 G  28    171    153.498      6.487		0.9085587525763121 | 0.1180221349063767

 R  29 G  29    171    153.254      6.458		0.8127196013226411 | 0.06965388750593937

 R  29 G  30    171    153.262      6.034		0.9085587525763121 | 0.1180221349063767

 R  29 G  31    175     153.63      6.365		0.8036402948924167 | 0.04776454351133596

 R  29 G  32    173    153.644      6.177		0.8036402948924167 | 0.04776454351133596

 R  29 G  33    177    153.648      6.247		0.8036402948924167 | 0.04776454351133596

 R  29 G  34    169    153.442      6.015		0.644182177748522 | 0.06515328805540743

 R  29 G  35    171    153.626      5.722		0.9178293392492602 | 0.18539019280141444

 R  29 G  36    171    153.554      6.016		0.8127196013226411 | 0.07965388750593937

 R  29 G  37    171    153.696      5.809		0.9085587525763121 | 0.1180221349063767

 R  29 G  38    173    153.878      5.863		0.9085587525763121 | 0.1180221349063767

 R  29 G  39    171    154.218      5.994		0.9085587525763121 | 0.1180221349063767

 R  29 G  40    171    153.992       5.88		0.9085587525763121 | 0.1180221349063767

 R  29 G  41    173    153.798      5.884		0.777138606507188 | 0.09699030225449745

 R  29 G  42    173    154.008      5.715		0.8127196013226411 | 0.06965388750593937

 R  29 G  43    169    153.728       5.91		0.8138609483874609 | 0.15638994721135968

 R  29 G  44    173    153.878      5.869		0.9085587525763121 | 0.1080221349063767

 R  29 G  45    173      154.1      5.833		0.8127196013226411 | 0.07965388750593937

 R  29 G  46    175    153.934      6.027		0.8127196013226411 | 0.07965388750593937

 R  29 G  47    171    153.374      6.142		0.9185587525763121 | 0.1180221349063767

 R  29 G  48    173    154.188      5.929		0.9085587525763121 | 0.1180221349063767

 R  29 G  49    173    154.166      5.823		0.9085587525763121 | 0.1180221349063767

 R  29 G  50    173    153.936       5.89		0.777138606507188 | 0.09699030225449745

 R  29 G  51    173     154.17      5.563		0.9085587525763121 | 0.1080221349063767

 R  29 G  52    169     153.89      5.853		0.9085587525763121 | 0.1080221349063767

 R  29 G  53    171    154.372      5.693		0.9085587525763121 | 0.1180221349063767

 R  29 G  54    169    153.862      5.928		0.9085587525763121 | 0.1180221349063767

 R  29 G  55    171    154.076      5.822		0.9085587525763121 | 0.1180221349063767

 R  29 G  56    169    154.128      5.823		0.9085587525763121 | 0.1180221349063767

 R  29 G  57    169    154.232      5.617		0.9085587525763121 | 0.1080221349063767

 R  29 G  58    171    153.926      5.724		0.9085587525763121 | 0.1180221349063767

 R  29 G  59    171     154.06      5.756		0.9085587525763121 | 0.1180221349063767

 R  29 G  60    169    154.224       5.79		0.8985587525763121 | 0.1180221349063767

 R  29 G  61    169    154.078      5.881		0.9085587525763121 | 0.1180221349063767

 R  29 G  62    171    154.154      5.903		0.9085587525763121 | 0.1180221349063767

 R  29 G  63    171    154.122      5.835		0.9085587525763121 | 0.1280221349063767

 R  29 G  64    169    154.044      5.652		0.9085587525763121 | 0.1180221349063767

 R  29 G  65    167    154.074      5.738		0.9085587525763121 | 0.1080221349063767

 R  29 G  66    171     154.01      5.846		0.8985587525763121 | 0.1180221349063767

 R  29 G  67    171    154.006      5.929		0.9085587525763121 | 0.1180221349063767

 R  29 G  68    169    154.286      5.842		0.9085587525763121 | 0.1180221349063767

 R  29 G  69    169    154.284       5.83		0.9085587525763121 | 0.1180221349063767

 R  29 G  70    171    154.144      6.082		0.9085587525763121 | 0.1080221349063767

 R  29 G  71    169    154.092      5.765		0.8985587525763121 | 0.1080221349063767

 R  29 G  72    169    154.306      5.818		0.9085587525763121 | 0.1080221349063767

 R  29 G  73    169    154.046      5.625		0.9085587525763121 | 0.1080221349063767

 R  29 G  74    169    154.562      5.356		0.9641605721977965 | 0.13061792316068765

 R  29 G  75    171    154.018      5.606		0.9185587525763121 | 0.11802213490637671

 R  29 G  76    169    154.546      5.647		0.8985587525763121 | 0.07802213490637672

 R  29 G  77    169    154.422      5.445		0.9085587525763121 | 0.1080221349063767

 R  29 G  78    167    154.498      5.639		0.9085587525763121 | 0.1180221349063767

 R  29 G  79    169    154.202      5.675		0.8985587525763121 | 0.1080221349063767

 R  29 G  80    167    154.192        5.5		0.8985587525763121 | 0.1080221349063767

 R  29 G  81    171     154.21      5.675		0.9085587525763121 | 0.1080221349063767

 R  29 G  82    169    154.238      5.534		0.9641605721977965 | 0.12061792316068766

 R  29 G  83    169    154.128       5.74		0.9085587525763121 | 0.07802213490637672

 R  29 G  84    171    154.532      5.352		0.9085587525763121 | 0.1080221349063767

 R  29 G  85    171    154.648       5.52		0.9085587525763121 | 0.08802213490637671

 R  29 G  86    171    153.998      5.641		0.8885587525763121 | 0.1080221349063767

 R  29 G  87    169    154.388      5.375		0.8985587525763121 | 0.07802213490637672

 R  29 G  88    171    154.334      5.746		0.9085587525763121 | 0.1080221349063767

 R  29 G  89    169    154.144      5.412		0.9085587525763121 | 0.1180221349063767

 R  29 G  90    169    154.092      5.392		0.9085587525763121 | 0.1080221349063767

 R  29 G  91    167    154.448      5.335		0.8985587525763121 | 0.07802213490637672

 R  29 G  92    171    154.168      5.772		0.9085587525763121 | 0.1080221349063767

 R  29 G  93    169     154.58      5.547		0.9085587525763121 | 0.1080221349063767

 R  29 G  94    169    154.326      5.704		0.8985587525763121 | 0.07802213490637672

 R  29 G  95    169    154.494        5.3		0.8985587525763121 | 0.07802213490637672

 R  29 G  96    171    154.248      5.418		0.9085587525763121 | 0.07802213490637672

 R  29 G  97    169    154.538      5.408		0.8985587525763121 | 0.07802213490637672

 R  29 G  98    171    154.286      5.823		0.9085587525763121 | 0.07802213490637672

 R  29 G  99    169    154.554      5.525		0.9641605721977965 | 0.14061792316068766

 R  29 G 100    169     154.18      5.492		0.9185587525763121 | 0.07802213490637672

 R  29 G 101    169    154.492      5.177		0.9085587525763121 | 0.08802213490637671

 R  29 G 102    171    154.508      5.477		0.9085587525763121 | 0.07802213490637672

 R  29 G 103    169    154.278      5.418		0.8985587525763121 | 0.07802213490637672

 R  29 G 104    169    154.258      5.583		0.9185587525763121 | 0.07802213490637672

 R  29 G 105    169    154.584      5.173		0.9085587525763121 | 0.07802213490637672

 R  29 G 106    169    154.338      5.497		0.9085587525763121 | 0.07802213490637672

 R  29 G 107    171    154.502      5.463		0.9085587525763121 | 0.07802213490637672

 R  29 G 108    169    154.216      5.417		0.8985587525763121 | 0.07802213490637672

 R  29 G 109    169    154.204      5.167		0.9085587525763121 | 0.07802213490637672

 R  29 G 110    169    154.546      5.456		0.9085587525763121 | 0.07802213490637672

 R  29 G 111    173    154.434      5.273		0.9085587525763121 | 0.07802213490637672

 R  29 G 112    169    154.568      5.046		0.9085587525763121 | 0.07802213490637672

 R  29 G 113    171    154.638      5.132		0.8985587525763121 | 0.07802213490637672

 R  29 G 114    169    154.668       5.26		0.9641605721977965 | 0.14061792316068766

 R  29 G 115    169    154.368       5.22		0.9541605721977965 | 0.12061792316068766

 R  29 G 116    169    154.502      5.072		0.9085587525763121 | 0.07802213490637672

 R  29 G 117    167    154.516      5.021		0.9085587525763121 | 0.07802213490637672

 R  29 G 118    167    154.438      4.999		0.9641605721977965 | 0.14061792316068766

 R  29 G 119    169    155.038      5.124		0.9085587525763121 | 0.07802213490637672

 R  29 G 120    169    154.494      5.257		0.9641605721977965 | 0.13061792316068765

 R  29 G 121    169    154.638      4.975		0.9641605721977965 | 0.14061792316068766

 R  29 G 122    169    154.514       5.11		0.9085587525763121 | 0.07802213490637672

 R  29 G 123    165    154.596      4.987		0.9641605721977965 | 0.12061792316068766

 R  29 G 124    167     154.44      5.062		0.9541605721977965 | 0.11061792316068766

 R  29 G 125    167    154.402      5.036		0.8985587525763121 | 0.07802213490637672

 R  29 G 126    169    154.698      5.059		0.8885587525763121 | 0.07802213490637672

 R  29 G 127    169     154.46        5.1		0.9641605721977965 | 0.14061792316068766

 R  29 G 128    167    154.478      5.361		0.8985587525763121 | 0.07802213490637672

 R  29 G 129    169    154.324      5.148		0.8985587525763121 | 0.07802213490637672

 R  29 G 130    169    154.314      5.309		0.9541605721977965 | 0.11061792316068766

 R  29 G 131    169    154.548      5.427		0.8985587525763121 | 0.07802213490637672

 R  29 G 132    169    154.554      5.129		0.9741605721977965 | 0.13061792316068765

 R  29 G 133    177    154.762      5.194		0.8985587525763121 | 0.07802213490637672

 R  29 G 134    169    154.202      5.302		0.8985587525763121 | 0.07802213490637672

 R  29 G 135    171    154.488       5.33		0.9641605721977965 | 0.12061792316068766

 R  29 G 136    171    154.662      4.941		0.8985587525763121 | 0.07802213490637672

 R  29 G 137    169    154.934      4.939		0.8985587525763121 | 0.07802213490637672

 R  29 G 138    169    154.516      5.108		0.8885587525763121 | 0.07802213490637672

 R  29 G 139    167    154.684      5.185		0.9641605721977965 | 0.12061792316068766

 R  29 G 140    171    154.198      5.316		0.8885587525763121 | 0.07802213490637672

 R  29 G 141    177    154.742      4.865		0.8885587525763121 | 0.07802213490637672

 R  29 G 142    167    154.314      5.129		0.9641605721977965 | 0.14061792316068766

 R  29 G 143    171    154.606      5.106		0.8985587525763121 | 0.07802213490637672

 R  29 G 144    169    154.652      5.334		0.9541605721977965 | 0.12061792316068766

 R  29 G 145    167    154.318      5.234		0.8985587525763121 | 0.07802213490637672

 R  29 G 146    171    154.598      4.892		0.8985587525763121 | 0.07802213490637672

 R  29 G 147    169    154.512      5.379		0.8985587525763121 | 0.07802213490637672

 R  29 G 148    169     154.56      4.969		0.8985587525763121 | 0.07802213490637672

 R  29 G 149    169     154.66      5.021		0.8985587525763121 | 0.07802213490637672

 R  29 G 150    169    154.518      5.172		0.8985587525763121 | 0.06802213490637672

 R  29 G 151    169    154.448      5.129		0.8985587525763121 | 0.07802213490637672

 R  29 G 152    171    154.728      5.159		0.8885587525763121 | 0.07802213490637672

 R  29 G 153    167    154.756      4.912		0.9541605721977965 | 0.14061792316068766

 R  29 G 154    169    154.422      5.245		0.9541605721977965 | 0.14061792316068766

 R  29 G 155    169    154.334      5.383		0.9541605721977965 | 0.14061792316068766

 R  29 G 156    171     154.67      5.307		0.8985587525763121 | 0.07802213490637672

 R  29 G 157    169    154.262      5.135		0.8985587525763121 | 0.06802213490637672

 R  29 G 158    169    154.496      5.224		0.8985587525763121 | 0.07802213490637672

 R  29 G 159    173     154.33       5.45		0.8985587525763121 | 0.07802213490637672

 R  29 G 160    173    154.656      5.408		0.8885587525763121 | 0.07802213490637672

 R  29 G 161    169    154.752       5.17		0.8985587525763121 | 0.06802213490637672

 R  29 G 162    167    154.566      5.157		0.9085587525763121 | 0.06802213490637672

 R  29 G 163    173    154.518      5.396		0.9641605721977965 | 0.14061792316068766

 R  29 G 164    169    154.362      5.048		0.8885587525763121 | 0.07802213490637672

 R  29 G 165    169    154.688      5.006		0.9641605721977965 | 0.14061792316068766

 R  29 G 166    169    154.506      4.961		0.8985587525763121 | 0.06802213490637672

 R  29 G 167    171    154.732        5.2		0.8885587525763121 | 0.07802213490637672

 R  29 G 168    169     154.43      4.904		0.9641605721977965 | 0.15061792316068767

 R  29 G 169    171    154.788      5.127		0.8885587525763121 | 0.07802213490637672

 R  29 G 170    167    154.552      4.989		0.9641605721977965 | 0.12061792316068766

 R  29 G 171    167    154.686      5.065		0.8985587525763121 | 0.07802213490637672

 R  29 G 172    169    154.622      4.927		0.9641605721977965 | 0.12061792316068766

 R  29 G 173    169    154.948      4.798		0.8885587525763121 | 0.07802213490637672

 R  29 G 174    169    154.512      5.278		0.8885587525763121 | 0.07802213490637672

 R  29 G 175    169    154.608      5.235		0.8885587525763121 | 0.07802213490637672

 R  29 G 176    169    154.376      5.192		0.8985587525763121 | 0.07802213490637672

 R  29 G 177    169    154.346      5.139		0.8885587525763121 | 0.07802213490637672

 R  29 G 178    167    154.248      5.149		0.8885587525763121 | 0.07802213490637672

 R  29 G 179    171     154.54      5.315		0.8985587525763121 | 0.07802213490637672

 R  29 G 180    169    154.462      4.991		0.8885587525763121 | 0.07802213490637672

 R  29 G 181    171    154.574      5.193		0.8885587525763121 | 0.07802213490637672

 R  29 G 182    169    154.734      5.046		0.8885587525763121 | 0.07802213490637672

 R  29 G 183    171    154.348      5.216		0.8985587525763121 | 0.07802213490637672

 R  29 G 184    171    154.834       5.07		0.8885587525763121 | 0.07802213490637672

 R  29 G 185    167    154.468      5.059		0.8985587525763121 | 0.07802213490637672

 R  29 G 186    167    154.508      5.008		0.8885587525763121 | 0.07802213490637672

 R  29 G 187    169    154.372      5.105		0.9641605721977965 | 0.12061792316068766

 R  29 G 188    167    154.682      4.678		0.8985587525763121 | 0.07802213490637672

 R  29 G 189    173    154.396      5.307		0.9641605721977965 | 0.11061792316068766

 R  29 G 190    167    154.518      4.995		0.8885587525763121 | 0.07802213490637672

 R  29 G 191    167    154.444      5.025		0.9641605721977965 | 0.11061792316068766

 R  29 G 192    169    154.502      5.158		0.8985587525763121 | 0.07802213490637672

 R  29 G 193    167    154.958      4.974		0.9641605721977965 | 0.12061792316068766

 R  29 G 194    169     154.79      4.874		0.8985587525763121 | 0.07802213490637672

 R  29 G 195    167    154.678      5.057		0.8885587525763121 | 0.07802213490637672

 R  29 G 196    169    154.746      5.102		0.8885587525763121 | 0.07802213490637672

 R  29 G 197    171    154.728      4.907		0.9641605721977965 | 0.12061792316068766

 R  29 G 198    171    154.608      4.965		0.9641605721977965 | 0.14061792316068766

 R  29 G 199    169    154.718      5.021		0.9541605721977965 | 0.11061792316068766

 R  29 G 200    167    154.702      4.957		0.9541605721977965 | 0.12061792316068766

 R  29 G 201    169    154.614       5.14		0.9541605721977965 | 0.14061792316068766

 R  29 G 202    167    154.492      4.985		0.9641605721977965 | 0.11061792316068766

 R  29 G 203    167    154.674      5.201		0.9641605721977965 | 0.14061792316068766

 R  29 G 204    169    154.962      4.955		0.9085587525763121 | 0.07802213490637672

 R  29 G 205    167     154.97      5.069		0.9541605721977965 | 0.11061792316068766

 R  29 G 206    167    154.896       4.98		0.9741605721977965 | 0.14061792316068766

 R  29 G 207    167    154.594      4.777		0.9541605721977965 | 0.11061792316068766

 R  29 G 208    167    154.748      4.859		0.9541605721977965 | 0.12061792316068766

 R  29 G 209    167    154.842      4.946		0.9541605721977965 | 0.12061792316068766

 R  29 G 210    167      154.8      4.857		0.9741605721977965 | 0.12061792316068766

 R  29 G 211    169    154.872      4.763		0.9085587525763121 | 0.06802213490637672

 R  29 G 212    171     154.74      5.116		0.8985587525763121 | 0.06802213490637672

 R  29 G 213    169    154.746      4.981		0.9641605721977965 | 0.11061792316068766

 R  29 G 214    171     154.88      4.881		0.9541605721977965 | 0.11061792316068766

 R  29 G 215    167    154.672      5.009		0.9541605721977965 | 0.11061792316068766

 R  29 G 216    169     154.88      5.073		0.9641605721977965 | 0.11061792316068766

 R  29 G 217    171    154.978      5.032		0.9541605721977965 | 0.13061792316068765

 R  29 G 218    165    154.654      4.847		0.9641605721977965 | 0.12061792316068766

 R  29 G 219    167    154.868      4.747		0.9541605721977965 | 0.11061792316068766

 R  29 G 220    171    154.832      4.847		0.9741605721977965 | 0.12061792316068766

 R  29 G 221    167    154.804      4.955		0.9641605721977965 | 0.11061792316068766

 R  29 G 222    169    154.548      4.775		0.9641605721977965 | 0.13061792316068765

 R  29 G 223    167    154.814      4.817		0.9641605721977965 | 0.12061792316068766

 R  29 G 224    167    154.572      5.068		0.9641605721977965 | 0.11061792316068766

 R  29 G 225    169    154.774      4.806		0.9641605721977965 | 0.12061792316068766

 R  29 G 226    169    155.026      4.612		0.9641605721977965 | 0.11061792316068766

 R  29 G 227    167    154.796      4.882		0.9641605721977965 | 0.14061792316068766

 R  29 G 228    173    154.936      4.738		0.9541605721977965 | 0.11061792316068766

 R  29 G 229    165    154.896      4.775		0.9541605721977965 | 0.13061792316068765

 R  29 G 230    169    154.824      4.926		0.9541605721977965 | 0.13061792316068765

 R  29 G 231    167     154.53      4.898		0.9641605721977965 | 0.11061792316068766

 R  29 G 232    167    155.068      4.668		0.9641605721977965 | 0.12061792316068766

 R  29 G 233    169     154.53      5.112		0.9641605721977965 | 0.10061792316068767

 R  29 G 234    167    154.948      4.678		0.9641605721977965 | 0.10061792316068767

 R  29 G 235    167    154.912      4.872		0.9641605721977965 | 0.14061792316068766

 R  29 G 236    169      154.8      4.851		0.9641605721977965 | 0.11061792316068766

 R  29 G 237    165    154.842       4.65		0.9641605721977965 | 0.10061792316068767

 R  29 G 238    165    154.612       4.79		0.9641605721977965 | 0.12061792316068766

 R  29 G 239    169      154.8      4.821		0.9641605721977965 | 0.12061792316068766

 R  29 G 240    167    154.928      4.915		0.9741605721977965 | 0.14061792316068766

 R  29 G 241    167    154.868      4.919		0.9641605721977965 | 0.12061792316068766

 R  29 G 242    167    154.776      4.939		0.9541605721977965 | 0.13061792316068765

 R  29 G 243    169    154.726      4.872		0.9741605721977965 | 0.12061792316068766

 R  29 G 244    167    154.966      4.828		0.9641605721977965 | 0.11061792316068766

 R  29 G 245    169    154.682      4.887		0.9541605721977965 | 0.13061792316068765

 R  29 G 246    167    154.678      4.991		0.9641605721977965 | 0.09061792316068767

 R  29 G 247    167     154.73      4.686		0.9641605721977965 | 0.11061792316068766

 R  29 G 248    169    154.652       4.94		0.9641605721977965 | 0.09061792316068767

 R  29 G 249    167    154.654      4.859		0.9641605721977965 | 0.14061792316068766

 R  29 G 250    167    154.922      4.834		0.9641605721977965 | 0.11061792316068766

 R  29 G 251    167    154.578      4.866		0.9441605721977965 | 0.12061792316068766

 R  29 G 252    169    154.624      4.942		0.9541605721977965 | 0.12061792316068766

 R  29 G 253    167    154.904      4.988		0.9641605721977965 | 0.11061792316068766

 R  29 G 254    167    154.636      4.652		0.9641605721977965 | 0.10061792316068767

 R  29 G 255    167    155.036      4.815		0.9741605721977965 | 0.12061792316068766

 R  29 G 256    169     154.96      4.782		0.9541605721977965 | 0.12061792316068766

 R  29 G 257    167     154.73      4.931		0.9541605721977965 | 0.13061792316068765

 R  29 G 258    169     154.51      4.974		0.9541605721977965 | 0.13061792316068765

 R  29 G 259    169    154.922      4.794		0.9541605721977965 | 0.14061792316068766

 R  29 G 260    169    154.894       4.86		0.9641605721977965 | 0.10061792316068767

 R  29 G 261    167    154.762      4.851		0.9741605721977965 | 0.14061792316068766

 R  29 G 262    169    155.064       4.67		0.9641605721977965 | 0.13061792316068765

 R  29 G 263    167    154.738      4.771		0.9541605721977965 | 0.12061792316068766

 R  29 G 264    167    154.798      4.783		0.9641605721977965 | 0.11061792316068766

 R  29 G 265    167    155.018      4.642		0.9641605721977965 | 0.11061792316068766

 R  29 G 266    169    155.054      4.622		0.9641605721977965 | 0.13061792316068765

 R  29 G 267    167      155.0      4.618		0.9641605721977965 | 0.11061792316068766

 R  29 G 268    165    154.746      4.771		0.9641605721977965 | 0.11061792316068766

 R  29 G 269    169    154.894      4.992		0.9641605721977965 | 0.10061792316068767

 R  29 G 270    167    154.892      4.683		0.9541605721977965 | 0.12061792316068766

 R  29 G 271    169     154.84      4.648		0.9541605721977965 | 0.13061792316068765

 R  29 G 272    169    154.772      4.834		0.9541605721977965 | 0.13061792316068765

 R  29 G 273    165    154.648      4.758		0.9541605721977965 | 0.12061792316068766

 R  29 G 274    167     154.92      4.902		0.9641605721977965 | 0.11061792316068766

 R  29 G 275    167    154.628      4.901		0.9641605721977965 | 0.09061792316068767

 R  29 G 276    167     154.99      4.688		0.9641605721977965 | 0.11061792316068766

 R  29 G 277    167    154.822      4.774		0.9741605721977965 | 0.10061792316068767

 R  29 G 278    167    154.674      4.665		0.9741605721977965 | 0.13061792316068765

 R  29 G 279    167      155.0      4.742		0.9641605721977965 | 0.11061792316068766

 R  29 G 280    167    154.936      4.785		0.9641605721977965 | 0.10061792316068767

 R  29 G 281    167    154.802      4.737		0.9641605721977965 | 0.12061792316068766

 R  29 G 282    167    155.102      4.826		0.9841605721977965 | 0.13061792316068765

 R  29 G 283    167     154.84      4.901		0.9641605721977965 | 0.10061792316068767

 R  29 G 284    167    154.952      4.748		0.9641605721977965 | 0.10061792316068767

 R  29 G 285    169    154.902      4.596		0.9641605721977965 | 0.10061792316068767

 R  29 G 286    171    154.952      4.721		0.9641605721977965 | 0.10061792316068767

 R  29 G 287    167    155.004      4.695		0.9741605721977965 | 0.10061792316068767

 R  29 G 288    167    154.974      4.707		0.9641605721977965 | 0.10061792316068767

 R  29 G 289    167     154.98      4.706		0.9641605721977965 | 0.10061792316068767

 R  29 G 290    169    155.102      4.579		0.9641605721977965 | 0.10061792316068767

 R  29 G 291    167    155.174      4.702		0.9641605721977965 | 0.11061792316068766

 R  29 G 292    167    155.112      4.689		0.9741605721977965 | 0.11061792316068766

 R  29 G 293    167    154.946       4.76		0.9741605721977965 | 0.10061792316068767

 R  29 G 294    167    154.944      4.801		0.9841605721977965 | 0.13061792316068765

 R  29 G 295    167    154.842       4.79		0.9641605721977965 | 0.10061792316068767

 R  29 G 296    167      155.3      4.674		0.9641605721977965 | 0.11061792316068766

 R  29 G 297    169    155.486      4.595		0.9641605721977965 | 0.09061792316068767

