Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  100
Generations per Run          :  100
Population Size              :  100
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  4
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.1
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    348      205.6     73.457		0.10070556186895041 | 0.06107305562731147

 R  42 G  28    324      193.7     72.692		0.4448447724739196 | 0.8004511700606707

 R  42 G  29    306      206.1     71.949		0.4448447724739196 | 0.8004511700606707

 R  42 G  30    314      215.3     69.819		0.4448447724739196 | 0.8004511700606707

 R  42 G  31    316     201.56     70.948		0.45484477247391963 | 0.8004511700606707

 R  42 G  32    308     204.32     71.265		0.4448447724739196 | 0.8004511700606707

 R  42 G  33    308     208.82     67.795		0.4448447724739196 | 0.8004511700606707

 R  42 G  34    304     200.78     69.366		0.4348447724739196 | 0.8004511700606707

 R  42 G  35    308     212.26     67.151		0.4448447724739196 | 0.8004511700606707

 R  42 G  36    314     190.42     78.855		0.4448447724739196 | 0.8004511700606707

 R  42 G  37    314     199.36     77.034		0.4448447724739196 | 0.8004511700606707

 R  42 G  38    314     206.38      67.54		0.4448447724739196 | 0.8004511700606707

 R  42 G  39    310     209.36     69.148		0.4448447724739196 | 0.8004511700606707

 R  42 G  40    306     198.36     73.634		0.45484477247391963 | 0.8004511700606707

 R  42 G  41    304     203.62     71.665		0.4448447724739196 | 0.7904511700606707

 R  42 G  42    284     199.12     74.734		0.7751898480851143 | 0.7669501739450878

 R  42 G  43    286      191.1     73.892		0.7451898480851142 | 0.7669501739450878

 R  42 G  44    282     195.86      74.25		0.7751898480851143 | 0.7669501739450878

 R  42 G  45    276     194.52     78.423		0.7751898480851143 | 0.7669501739450878

 R  42 G  46    284     190.52     76.543		0.7851898480851143 | 0.7669501739450878

 R  42 G  47    286      205.1     73.564		0.7751898480851143 | 0.7969501739450878

 R  42 G  48    288     188.18     76.772		0.7551898480851142 | 0.7669501739450878

 R  42 G  49    284     194.54     77.772		0.7351898480851142 | 0.7669501739450878

 R  42 G  50    296      210.7      74.39		0.7351898480851142 | 0.7669501739450878

 R  42 G  51    286     207.02     76.819		0.7251898480851142 | 0.7669501739450878

 R  42 G  52    290     215.26       69.9		0.7351898480851142 | 0.7669501739450878

 R  42 G  53    282     209.08     73.238		0.7751898480851143 | 0.7869501739450878

 R  42 G  54    288     191.64      78.72		0.7451898480851142 | 0.7669501739450878

 R  42 G  55    284     195.64     78.778		0.7451898480851142 | 0.7669501739450878

 R  42 G  56    286     211.16     72.365		0.7751898480851143 | 0.7869501739450878

 R  42 G  57    288      202.6     75.194		0.7451898480851142 | 0.7769501739450878

 R  42 G  58    284     195.94     70.623		0.7351898480851142 | 0.7569501739450878

 R  42 G  59    284      202.4     76.107		0.7351898480851142 | 0.7669501739450878

 R  42 G  60    288     192.66      77.17		0.7451898480851142 | 0.7669501739450878

 R  42 G  61    290     194.68      74.46		0.7451898480851142 | 0.7669501739450878

 R  42 G  62    286     190.64     81.271		0.7451898480851142 | 0.7669501739450878

 R  42 G  63    282      196.3     72.169		0.7551898480851142 | 0.7669501739450878

 R  42 G  64    284     210.22     69.468		0.7451898480851142 | 0.7669501739450878

 R  42 G  65    288     207.72     76.786		0.7451898480851142 | 0.7669501739450878

 R  42 G  66    286     200.94     72.018		0.7551898480851142 | 0.7669501739450878

 R  42 G  67    282     206.98     72.872		0.7451898480851142 | 0.7669501739450878

 R  42 G  68    288     204.22     68.744		0.7651898480851143 | 0.7569501739450878

 R  42 G  69    290     216.26     68.514		0.7451898480851142 | 0.7669501739450878

 R  42 G  70    288     201.22      73.71		0.7451898480851142 | 0.7669501739450878

 R  42 G  71    284      206.7      70.79		0.7451898480851142 | 0.7769501739450878

 R  42 G  72    290     209.46     68.584		0.7551898480851142 | 0.7569501739450878

 R  42 G  73    284     205.28     73.219		0.7651898480851143 | 0.7569501739450878

 R  42 G  74    286     203.62     73.825		0.7451898480851142 | 0.7669501739450878

 R  42 G  75    288     205.86     75.108		0.7551898480851142 | 0.7669501739450878

 R  42 G  76    282     197.74     72.001		0.7751898480851143 | 0.7669501739450878

 R  42 G  77    296     198.76     75.904		0.7551898480851142 | 0.7669501739450878

 R  42 G  78    284      203.4     75.177		0.7551898480851142 | 0.7669501739450878

 R  42 G  79    282     208.86     69.617		0.7451898480851142 | 0.7369501739450878

 R  42 G  80    280     200.44     70.697		0.7551898480851142 | 0.7769501739450878

 R  42 G  81    282      204.5     77.482		0.7551898480851142 | 0.7569501739450878

 R  42 G  82    282     193.04     74.849		0.7451898480851142 | 0.7669501739450878

 R  42 G  83    290     191.98     76.507		0.7551898480851142 | 0.7569501739450878

 R  42 G  84    288      177.7     80.018		0.7751898480851143 | 0.7769501739450878

 R  42 G  85    280     206.32     72.912		0.7851898480851143 | 0.7569501739450878

 R  42 G  86    290      212.9     70.803		0.7551898480851142 | 0.7669501739450878

 R  42 G  87    286      207.9     73.898		0.7951898480851143 | 0.7569501739450878

 R  42 G  88    284     211.68     71.785		0.7551898480851142 | 0.7669501739450878

 R  42 G  89    288     206.82     77.444		0.7951898480851143 | 0.7769501739450878

 R  42 G  90    288     216.62     72.112		0.7551898480851142 | 0.7769501739450878

 R  42 G  91    282      202.1     73.025		0.7551898480851142 | 0.7769501739450878

 R  42 G  92    280     213.36     71.523		0.7451898480851142 | 0.7469501739450878

 R  42 G  93    284     206.16     73.797		0.7551898480851142 | 0.7769501739450878

 R  42 G  94    286     210.68     68.533		0.7551898480851142 | 0.7769501739450878

 R  42 G  95    288      193.2     74.972		0.7551898480851142 | 0.7669501739450878

 R  42 G  96    288      207.7     74.803		0.7551898480851142 | 0.7769501739450878

 R  42 G  97    282     209.22     67.335		0.7451898480851142 | 0.7469501739450878

 R  42 G  98    288     212.36      75.97		0.7851898480851143 | 0.7469501739450878

 R  42 G  99    292      220.1     65.771		0.7951898480851143 | 0.7669501739450878

42     0###################### RawFitness
           0          0          346

 R  43 G   0    350      203.6     70.529		0.010737085960834003 | 0.3862036876432825

 R  43 G   1    348     210.06     64.773		0.010737085960834003 | 0.3862036876432825

 R  43 G   2    340     210.12     67.568		0.20238542218275235 | 0.2169730772347721

 R  43 G   3    336     209.06     64.211		0.20238542218275235 | 0.2269730772347721

 R  43 G   4    334     207.24     69.895		0.21238542218275236 | 0.23697307723477212

 R  43 G   5    330      213.7     55.205		0.19238542218275234 | 0.2269730772347721

 R  43 G   6    332     217.78       55.1		0.19238542218275234 | 0.2269730772347721

 R  43 G   7    338     196.66     65.258		0.19238542218275234 | 0.2269730772347721

 R  43 G   8    336     208.78     61.111		0.21238542218275236 | 0.23697307723477212

 R  43 G   9    330     211.28     56.253		0.21238542218275236 | 0.23697307723477212

 R  43 G  10    326     204.56     62.093		0.22238542218275237 | 0.2269730772347721

 R  43 G  11    336     206.92     61.572		0.21238542218275236 | 0.23697307723477212

 R  43 G  12    344     198.26     60.998		0.19238542218275234 | 0.2169730772347721

 R  43 G  13    268     206.92     55.459		0.8794367624369245 | 0.44709120489339604

 R  43 G  14    270     213.38     58.223		0.8794367624369245 | 0.44709120489339604

 R  43 G  15    270     196.34     63.815		0.8794367624369245 | 0.44709120489339604

 R  43 G  16    274      202.0     63.599		0.8794367624369245 | 0.45709120489339605

 R  43 G  17    274     210.96     59.947		0.8794367624369245 | 0.45709120489339605

 R  43 G  18    274     212.06     59.273		0.8794367624369245 | 0.45709120489339605

 R  43 G  19    270     213.94     58.946		0.8794367624369245 | 0.45709120489339605

 R  43 G  20    272     201.46     62.921		0.8794367624369245 | 0.44709120489339604

 R  43 G  21    274     217.76     55.684		0.8694367624369245 | 0.43709120489339603

 R  43 G  22    268     208.94     62.163		0.8894367624369245 | 0.46709120489339606

 R  43 G  23    270      198.1     62.762		0.8694367624369245 | 0.43709120489339603

 R  43 G  24    270     212.42     60.053		0.8994367624369245 | 0.44709120489339604

 R  43 G  25    270     207.56     61.432		0.8694367624369245 | 0.47709120489339607

 R  43 G  26    270     210.48     59.821		0.8794367624369245 | 0.46709120489339606

 R  43 G  27    272     210.34     58.345		0.8694367624369245 | 0.46709120489339606

 R  43 G  28    274     195.02     65.112		0.8694367624369245 | 0.46709120489339606

 R  43 G  29    268      211.9     56.348		0.8694367624369245 | 0.45709120489339605

 R  43 G  30    268     199.96     63.282		0.8694367624369245 | 0.47709120489339607

 R  43 G  31    268     209.66     58.852		0.8794367624369245 | 0.47709120489339607

 R  43 G  32    272     218.44     54.905		0.8794367624369245 | 0.45709120489339605

 R  43 G  33    270     211.62     58.239		0.8694367624369245 | 0.46709120489339606

 R  43 G  34    270     208.92     57.041		0.8694367624369245 | 0.46709120489339606

 R  43 G  35    270      207.4     57.975		0.8794367624369245 | 0.46709120489339606

 R  43 G  36    268     201.76     61.946		0.8694367624369245 | 0.46709120489339606

 R  43 G  37    268     201.52      61.97		0.8694367624369245 | 0.46709120489339606

 R  43 G  38    272     196.56      67.51		0.8694367624369245 | 0.46709120489339606

 R  43 G  39    276      217.3     55.904		0.8694367624369245 | 0.46709120489339606

 R  43 G  40    270     209.44     58.846		0.8594367624369245 | 0.47709120489339607

 R  43 G  41    272     223.98     51.665		0.8694367624369245 | 0.47709120489339607

 R  43 G  42    276     210.74     60.358		0.8494367624369245 | 0.45709120489339605

 R  43 G  43    272     198.82     61.931		0.8694367624369245 | 0.4870912048933961

 R  43 G  44    272     210.38     61.727		0.8594367624369245 | 0.46709120489339606

 R  43 G  45    272     206.28     59.265		0.8594367624369245 | 0.45709120489339605

 R  43 G  46    274     211.12     56.282		0.8594367624369245 | 0.46709120489339606

 R  43 G  47    272     207.04     57.506		0.8694367624369245 | 0.47709120489339607

 R  43 G  48    276      215.3     58.853		0.8694367624369245 | 0.45709120489339605

 R  43 G  49    276     217.24     57.136		0.8694367624369245 | 0.47709120489339607

 R  43 G  50    274     199.54     64.089		0.8494367624369245 | 0.46709120489339606

 R  43 G  51    274      210.7     58.269		0.8694367624369245 | 0.45709120489339605

 R  43 G  52    274      196.2     68.304		0.8694367624369245 | 0.46709120489339606

 R  43 G  53    270      211.5     53.995		0.8694367624369245 | 0.45709120489339605

 R  43 G  54    272     213.58     60.355		0.8694367624369245 | 0.45709120489339605

 R  43 G  55    272     210.84     60.541		0.8694367624369245 | 0.47709120489339607

 R  43 G  56    274     208.16     60.795		0.8694367624369245 | 0.46709120489339606

 R  43 G  57    270     210.12     57.503		0.8694367624369245 | 0.44709120489339604

 R  43 G  58    274      212.1     58.508		0.8694367624369245 | 0.47709120489339607

 R  43 G  59    278      200.9     65.066		0.8594367624369245 | 0.47709120489339607

 R  43 G  60    270     199.24     63.571		0.8694367624369245 | 0.45709120489339605

 R  43 G  61    278     208.86     57.521		0.8794367624369245 | 0.44709120489339604

 R  43 G  62    272     212.86     57.354		0.8694367624369245 | 0.46709120489339606

 R  43 G  63    274      220.0     54.271		0.8694367624369245 | 0.44709120489339604

 R  43 G  64    270     202.22     62.656		0.8694367624369245 | 0.47709120489339607

 R  43 G  65    276     207.66     63.042		0.8594367624369245 | 0.46709120489339606

 R  43 G  66    268     202.36      59.64		0.8594367624369245 | 0.46709120489339606

 R  43 G  67    270      208.1      62.35		0.8694367624369245 | 0.43709120489339603

 R  43 G  68    272     204.18     61.526		0.8594367624369245 | 0.46709120489339606

 R  43 G  69    270     207.88     54.899		0.8694367624369245 | 0.44709120489339604

 R  43 G  70    272     205.08     60.483		0.8594367624369245 | 0.45709120489339605

 R  43 G  71    282     213.24     59.465		0.8594367624369245 | 0.44709120489339604

 R  43 G  72    276      217.6     54.758		0.8594367624369245 | 0.45709120489339605

 R  43 G  73    272      208.2     58.642		0.8794367624369245 | 0.45709120489339605

 R  43 G  74    270     204.54     63.441		0.8494367624369245 | 0.45709120489339605

 R  43 G  75    274     211.16     57.906		0.8694367624369245 | 0.45709120489339605

 R  43 G  76    274      204.9     56.216		0.8494367624369245 | 0.44709120489339604

 R  43 G  77    272      217.5     55.065		0.8694367624369245 | 0.45709120489339605

 R  43 G  78    280      204.3     59.809		0.8594367624369245 | 0.47709120489339607

 R  43 G  79    272      208.8     60.068		0.8294367624369244 | 0.44709120489339604

 R  43 G  80    274     214.84     61.197		0.8694367624369245 | 0.44709120489339604

 R  43 G  81    278     211.32     58.419		0.8494367624369245 | 0.45709120489339605

 R  43 G  82    276      208.8     57.396		0.8594367624369245 | 0.44709120489339604

 R  43 G  83    274      225.0      50.52		0.8494367624369245 | 0.45709120489339605

 R  43 G  84    276      211.2     57.204		0.8694367624369245 | 0.44709120489339604

 R  43 G  85    274     204.32     61.637		0.8694367624369245 | 0.45709120489339605

 R  43 G  86    278     211.04     59.099		0.8794367624369245 | 0.45709120489339605

 R  43 G  87    270     196.88       64.8		0.8794367624369245 | 0.46709120489339606

 R  43 G  88    276     206.84     65.945		0.8594367624369245 | 0.44709120489339604

 R  43 G  89    272     217.86     53.574		0.8494367624369245 | 0.44709120489339604

 R  43 G  90    270     207.92      59.66		0.8794367624369245 | 0.44709120489339604

 R  43 G  91    272      202.8     57.505		0.8694367624369245 | 0.45709120489339605

 R  43 G  92    274     211.52     58.342		0.8494367624369245 | 0.427091204893396

 R  43 G  93    272      215.0     55.794		0.8694367624369245 | 0.45709120489339605

 R  43 G  94    274     204.66     58.678		0.8394367624369244 | 0.44709120489339604

 R  43 G  95    274     212.72     59.543		0.8694367624369245 | 0.44709120489339604

 R  43 G  96    274     207.36     59.869		0.8594367624369245 | 0.45709120489339605

 R  43 G  97    270     202.94     61.895		0.8394367624369244 | 0.43709120489339603

 R  43 G  98    276     219.86     57.611		0.8594367624369245 | 0.45709120489339605

 R  43 G  99    272      214.3     53.542		0.8594367624369245 | 0.45709120489339605

43     0###################### RawFitness
           0          0          350

 R  44 G   0    336     208.04     69.474		0.09452729340816168 | 0.4712854826283057

 R  44 G   1    340     209.52     64.393		0.1703281409776698 | 0.47898062274107955

 R  44 G   2    350     203.82     74.653		0.05898047148122576 | 0.03164901109151518

 R  44 G   3    344     201.04     62.456		0.08452729340816169 | 0.4712854826283057

 R  44 G   4    350     205.42     73.805		0.09452729340816168 | 0.4812854826283057

 R  44 G   5    342     214.24     61.711		0.09452729340816168 | 0.4812854826283057

 R  44 G   6    342      213.5     66.137		0.09452729340816168 | 0.4812854826283057

 R  44 G   7    338     219.64     68.423		0.17083800292498907 | 0.8396580021298299

 R  44 G   8    346      196.2     76.365		0.17083800292498907 | 0.8396580021298299

 R  44 G   9    348     211.12     68.451		0.08452729340816169 | 0.4812854826283057

 R  44 G  10    344     212.62     81.612		0.08452729340816169 | 0.4812854826283057

 R  44 G  11    344     211.26     75.787		0.0745272934081617 | 0.4812854826283057

 R  44 G  12    344     215.58     69.456		0.0745272934081617 | 0.4712854826283057

 R  44 G  13    346     200.18     75.558		0.08452729340816169 | 0.4812854826283057

 R  44 G  14    344      200.9      77.11		0.08452729340816169 | 0.4812854826283057

 R  44 G  15    346     199.48     82.371		0.08452729340816169 | 0.4812854826283057

 R  44 G  16    348     202.78     73.573		0.0745272934081617 | 0.4812854826283057

 R  44 G  17    342     211.52     78.748		0.08452729340816169 | 0.49128548262830574

 R  44 G  18    346      204.7     73.735		0.0745272934081617 | 0.4812854826283057

 R  44 G  19    342      211.1     63.916		0.18083800292498908 | 0.8296580021298299

 R  44 G  20    338     211.72     66.971		0.09452729340816168 | 0.4812854826283057

 R  44 G  21    336     211.16     69.946		0.1908380029249891 | 0.8296580021298299

 R  44 G  22    344     196.04     75.935		0.09452729340816168 | 0.4812854826283057

 R  44 G  23    336     203.04     71.665		0.09452729340816168 | 0.4812854826283057

 R  44 G  24    338      203.5     71.246		0.09452729340816168 | 0.4812854826283057

 R  44 G  25    342     216.94     67.869		0.09452729340816168 | 0.4812854826283057

 R  44 G  26    346     205.06     74.424		0.09452729340816168 | 0.4812854826283057

 R  44 G  27    344     196.44     71.353		0.09452729340816168 | 0.49128548262830574

 R  44 G  28    282     211.52     61.176		0.7439086926590575 | 0.5505954868136099

 R  44 G  29    284     206.18     68.781		0.7639086926590575 | 0.60059548681361

 R  44 G  30    284     202.08     68.006		0.7439086926590575 | 0.5605954868136099

 R  44 G  31    284     200.88     68.384		0.7539086926590575 | 0.58059548681361

 R  44 G  32    284     201.38     71.704		0.7539086926590575 | 0.58059548681361

 R  44 G  33    282     193.16     71.632		0.7439086926590575 | 0.58059548681361

 R  44 G  34    286     205.64     65.802		0.7539086926590575 | 0.58059548681361

 R  44 G  35    286     195.98     71.813		0.7439086926590575 | 0.5605954868136099

 R  44 G  36    288     209.18     69.673		0.7439086926590575 | 0.58059548681361

 R  44 G  37    288     206.66      66.77		0.7639086926590575 | 0.58059548681361

 R  44 G  38    288     208.66     68.933		0.7339086926590574 | 0.5605954868136099

 R  44 G  39    294     211.72     62.134		0.7439086926590575 | 0.5605954868136099

 R  44 G  40    286     208.38     63.383		0.7639086926590575 | 0.59059548681361

 R  44 G  41    286     203.16     68.425		0.7739086926590575 | 0.5705954868136099

 R  44 G  42    288     216.36     63.024		0.7639086926590575 | 0.58059548681361

 R  44 G  43    282     204.96     68.474		0.7639086926590575 | 0.60059548681361

 R  44 G  44    284     208.68     72.277		0.7639086926590575 | 0.61059548681361

 R  44 G  45    282     215.72     59.822		0.7539086926590575 | 0.63059548681361

 R  44 G  46    284     214.62     64.088		0.7639086926590575 | 0.60059548681361

 R  44 G  47    284      202.7     68.896		0.7539086926590575 | 0.63059548681361

 R  44 G  48    286     206.58     67.251		0.7639086926590575 | 0.60059548681361

 R  44 G  49    284     210.52     64.962		0.7539086926590575 | 0.60059548681361

 R  44 G  50    284     200.12      72.08		0.7539086926590575 | 0.59059548681361

 R  44 G  51    290     213.26     59.256		0.7539086926590575 | 0.60059548681361

 R  44 G  52    292     207.04     66.127		0.7639086926590575 | 0.59059548681361

 R  44 G  53    284     215.24     67.457		0.7639086926590575 | 0.60059548681361

 R  44 G  54    284     198.78     68.809		0.7539086926590575 | 0.58059548681361

 R  44 G  55    290     197.32     71.498		0.7639086926590575 | 0.58059548681361

 R  44 G  56    286     209.96     64.039		0.7639086926590575 | 0.59059548681361

 R  44 G  57    282     198.18     71.206		0.7639086926590575 | 0.60059548681361

 R  44 G  58    282     198.66     68.741		0.7539086926590575 | 0.60059548681361

 R  44 G  59    284     208.62     70.106		0.7539086926590575 | 0.58059548681361

 R  44 G  60    284     219.26     63.864		0.7639086926590575 | 0.60059548681361

 R  44 G  61    286     211.52     65.535		0.7739086926590575 | 0.5705954868136099

 R  44 G  62    288     208.84     68.968		0.7639086926590575 | 0.60059548681361

 R  44 G  63    284     209.04     63.539		0.7739086926590575 | 0.5705954868136099

 R  44 G  64    280      207.4     69.038		0.7739086926590575 | 0.58059548681361

 R  44 G  65    282      219.5     63.496		0.7539086926590575 | 0.58059548681361

 R  44 G  66    282     204.02     71.592		0.7639086926590575 | 0.58059548681361

 R  44 G  67    282     191.56     69.972		0.7639086926590575 | 0.58059548681361

 R  44 G  68    286     210.32     69.919		0.7739086926590575 | 0.59059548681361

 R  44 G  69    286     197.74     69.761		0.7739086926590575 | 0.60059548681361

 R  44 G  70    290     186.98     71.663		0.7639086926590575 | 0.58059548681361

 R  44 G  71    280     211.72     64.842		0.7639086926590575 | 0.58059548681361

 R  44 G  72    286     206.18     67.482		0.7539086926590575 | 0.59059548681361

 R  44 G  73    286     199.04     65.637		0.7439086926590575 | 0.59059548681361

 R  44 G  74    286     201.56     69.685		0.7439086926590575 | 0.58059548681361

 R  44 G  75    288     216.76     61.742		0.7539086926590575 | 0.60059548681361

 R  44 G  76    284     207.78     70.125		0.7839086926590575 | 0.59059548681361

 R  44 G  77    284     201.54     65.818		0.7839086926590575 | 0.59059548681361

 R  44 G  78    286     213.34     61.767		0.7739086926590575 | 0.58059548681361

 R  44 G  79    284      201.7     70.622		0.7539086926590575 | 0.58059548681361

 R  44 G  80    288     206.76     67.037		0.7439086926590575 | 0.58059548681361

 R  44 G  81    286     219.94     58.336		0.7539086926590575 | 0.58059548681361

 R  44 G  82    282     203.96     62.547		0.7939086926590575 | 0.59059548681361

 R  44 G  83    282     217.64     64.498		0.7939086926590575 | 0.59059548681361

 R  44 G  84    286     205.52     67.433		0.7539086926590575 | 0.58059548681361

 R  44 G  85    288      205.3     66.991		0.7539086926590575 | 0.59059548681361

 R  44 G  86    282     204.84     64.978		0.7239086926590574 | 0.59059548681361

 R  44 G  87    280      208.9     63.359		0.7439086926590575 | 0.59059548681361

 R  44 G  88    288     210.88     67.093		0.7439086926590575 | 0.59059548681361

 R  44 G  89    284     210.04     63.581		0.7239086926590574 | 0.58059548681361

 R  44 G  90    278     203.58     70.924		0.7439086926590575 | 0.59059548681361

 R  44 G  91    286     211.36     68.116		0.7139086926590574 | 0.58059548681361

 R  44 G  92    280     201.76     68.615		0.7539086926590575 | 0.59059548681361

 R  44 G  93    284     208.92     65.649		0.7439086926590575 | 0.59059548681361

 R  44 G  94    282     205.48     67.703		0.7539086926590575 | 0.58059548681361

 R  44 G  95    282     215.16     64.558		0.7339086926590574 | 0.59059548681361

 R  44 G  96    282      203.6     66.408		0.7339086926590574 | 0.58059548681361

 R  44 G  97    288     208.46     68.054		0.7339086926590574 | 0.59059548681361

 R  44 G  98    286      200.1     73.261		0.7339086926590574 | 0.61059548681361

 R  44 G  99    280     208.74     69.779		0.7539086926590575 | 0.59059548681361

44     2###################### RawFitness
           0          0          350

 R  45 G   0    340      206.1      67.31		0.15167031090565164 | 0.35861104912652075

 R  45 G   1    336     203.66       71.7		0.08777875870660279 | 0.2691885630887366

 R  45 G   2    350     211.62     69.338		0.08777875870660279 | 0.2691885630887366

 R  45 G   3    346     224.12     66.031		0.16167031090565165 | 0.35861104912652075

 R  45 G   4    338     208.72     66.388		0.15167031090565164 | 0.35861104912652075

 R  45 G   5    338      205.6     72.002		0.15167031090565164 | 0.35861104912652075

 R  45 G   6    330     206.08     64.583		0.29827918090885563 | 0.5597628602320729

 R  45 G   7    330     204.44     78.801		0.29827918090885563 | 0.5597628602320729

 R  45 G   8    336      214.8     69.747		0.15167031090565164 | 0.36861104912652076

 R  45 G   9    328     212.02     74.153		0.37222548557841895 | 0.6041328503291103

 R  45 G  10    324     212.32     75.915		0.32827918090885566 | 0.5497628602320729

 R  45 G  11    332      204.7     67.906		0.29827918090885563 | 0.5597628602320729

 R  45 G  12    332     215.92     70.318		0.29827918090885563 | 0.5697628602320729

 R  45 G  13    328     198.46      73.57		0.32827918090885566 | 0.5497628602320729

 R  45 G  14    322     202.56       71.7		0.32827918090885566 | 0.5497628602320729

 R  45 G  15    330     208.12     76.235		0.35222548557841893 | 0.6141328503291104

 R  45 G  16    326     213.54     79.715		0.32827918090885566 | 0.5497628602320729

 R  45 G  17    328     208.78     62.683		0.35222548557841893 | 0.6141328503291104

 R  45 G  18    328     208.04     78.054		0.37222548557841895 | 0.6341328503291104

 R  45 G  19    324     208.92      72.97		0.32827918090885566 | 0.5597628602320729

 R  45 G  20    328     202.04      75.89		0.32827918090885566 | 0.5497628602320729

 R  45 G  21    322      210.4     64.385		0.31827918090885565 | 0.5497628602320729

 R  45 G  22    328     213.18     75.998		0.31827918090885565 | 0.5597628602320729

 R  45 G  23    330      212.1     68.107		0.35222548557841893 | 0.6341328503291104

 R  45 G  24    330     211.74     72.252		0.37222548557841895 | 0.6241328503291104

 R  45 G  25    320     209.02     72.239		0.36222548557841894 | 0.6241328503291104

 R  45 G  26    328     205.34     77.297		0.32827918090885566 | 0.5397628602320729

 R  45 G  27    330      196.5     72.039		0.31827918090885565 | 0.5897628602320729

 R  45 G  28    328     218.42     69.269		0.31827918090885565 | 0.5397628602320729

 R  45 G  29    324      202.1     73.068		0.31827918090885565 | 0.5897628602320729

 R  45 G  30    322     207.18     74.461		0.32827918090885566 | 0.5397628602320729

 R  45 G  31    324     194.96     75.678		0.37222548557841895 | 0.6441328503291104

 R  45 G  32    330     224.68     73.566		0.32827918090885566 | 0.5497628602320729

 R  45 G  33    330      207.0     68.701		0.32827918090885566 | 0.5497628602320729

 R  45 G  34    326     211.18     79.022		0.35222548557841893 | 0.6241328503291104

 R  45 G  35    328     217.58     74.681		0.32827918090885566 | 0.5497628602320729

 R  45 G  36    332     219.46     73.234		0.38222548557841896 | 0.6241328503291104

 R  45 G  37    324     201.94     74.608		0.32827918090885566 | 0.5397628602320729

 R  45 G  38    332     217.66     74.996		0.35222548557841893 | 0.6141328503291104

 R  45 G  39    324     211.54     74.638		0.32827918090885566 | 0.5497628602320729

 R  45 G  40    328     217.16     70.777		0.37222548557841895 | 0.6441328503291104

 R  45 G  41    326      215.5     70.897		0.36222548557841894 | 0.6441328503291104

 R  45 G  42    328      210.1     72.429		0.36222548557841894 | 0.6341328503291104

 R  45 G  43    324     212.12     73.868		0.35222548557841893 | 0.6341328503291104

 R  45 G  44    324     214.64     70.751		0.32827918090885566 | 0.5297628602320729

 R  45 G  45    326     219.34     81.366		0.32827918090885566 | 0.5297628602320729

 R  45 G  46    326     205.68     73.835		0.33827918090885567 | 0.5297628602320729

 R  45 G  47    330     221.66     69.039		0.33827918090885567 | 0.5297628602320729

 R  45 G  48    328     212.86     74.608		0.33827918090885567 | 0.5297628602320729

 R  45 G  49    330     208.88     76.952		0.35222548557841893 | 0.6241328503291104

 R  45 G  50    328     219.96     75.637		0.35222548557841893 | 0.5941328503291103

 R  45 G  51    332      208.3     76.031		0.31827918090885565 | 0.5297628602320729

 R  45 G  52    330     205.34     68.125		0.33827918090885567 | 0.5197628602320729

 R  45 G  53    326     211.12     69.022		0.32827918090885566 | 0.5297628602320729

 R  45 G  54    326     212.04      74.24		0.33827918090885567 | 0.5297628602320729

 R  45 G  55    324     195.46     73.098		0.33827918090885567 | 0.5297628602320729

 R  45 G  56    328     223.84     70.923		0.32827918090885566 | 0.5197628602320729

 R  45 G  57    332     209.06     68.753		0.3482791809088557 | 0.5397628602320729

 R  45 G  58    326     217.84     76.468		0.32827918090885566 | 0.5297628602320729

 R  45 G  59    322     199.88     69.903		0.33827918090885567 | 0.5297628602320729

 R  45 G  60    332     205.46     74.632		0.33827918090885567 | 0.5297628602320729

 R  45 G  61    324     215.68     72.216		0.33827918090885567 | 0.5297628602320729

 R  45 G  62    328     221.48     63.233		0.33827918090885567 | 0.5397628602320729

 R  45 G  63    326     213.26     73.415		0.33827918090885567 | 0.5197628602320729

 R  45 G  64    328      224.8     71.582		0.33827918090885567 | 0.5297628602320729

 R  45 G  65    324     212.02     74.637		0.3482791809088557 | 0.5397628602320729

 R  45 G  66    330      201.6     71.819		0.33827918090885567 | 0.5397628602320729

 R  45 G  67    328     224.12      63.05		0.32827918090885566 | 0.5397628602320729

 R  45 G  68    332     217.12     72.627		0.30827918090885564 | 0.5297628602320729

 R  45 G  69    328      217.1     77.854		0.30827918090885564 | 0.5297628602320729

 R  45 G  70    328      224.4     72.312		0.32827918090885566 | 0.5297628602320729

