Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  100
Generations per Run          :  100
Population Size              :  100
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  4
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.1
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    348      205.6     73.457		0.10070556186895041 | 0.06107305562731147
 R  45 G  71    326     210.78     74.711		0.31827918090885565 | 0.5297628602320729

 R  45 G  72    332     209.48     66.572		0.32827918090885566 | 0.5397628602320729

 R  45 G  73    330     213.46     60.461		0.30827918090885564 | 0.5297628602320729

 R  45 G  74    326     220.34     65.314		0.30827918090885564 | 0.5297628602320729

 R  45 G  75    334     218.18      74.37		0.31827918090885565 | 0.5297628602320729

 R  45 G  76    330     207.88     72.784		0.29827918090885563 | 0.5297628602320729

 R  45 G  77    330     214.18     80.371		0.30827918090885564 | 0.5197628602320729

 R  45 G  78    332     210.02     66.405		0.30827918090885564 | 0.5197628602320729

 R  45 G  79    332     207.56     65.512		0.31827918090885565 | 0.5297628602320729

 R  45 G  80    334      209.9     71.359		0.29827918090885563 | 0.5197628602320729

 R  45 G  81    326     214.62     69.388		0.30827918090885564 | 0.5297628602320729

 R  45 G  82    332     217.46     76.852		0.29827918090885563 | 0.5297628602320729

 R  45 G  83    334     209.38     72.901		0.29827918090885563 | 0.5197628602320729

 R  45 G  84    332     209.04     71.098		0.30827918090885564 | 0.5197628602320729

 R  45 G  85    332     214.54     74.874		0.2882791809088556 | 0.5297628602320729

 R  45 G  86    330      214.2     64.279		0.29827918090885563 | 0.5297628602320729

 R  45 G  87    330     211.44      79.14		0.30827918090885564 | 0.5397628602320729

 R  45 G  88    328      226.2     68.565		0.30827918090885564 | 0.5297628602320729

 R  45 G  89    326     200.74     76.785		0.30827918090885564 | 0.5297628602320729

 R  45 G  90    328      207.4      75.82		0.30827918090885564 | 0.5397628602320729

 R  45 G  91    334     212.86     67.485		0.31827918090885565 | 0.5197628602320729

 R  45 G  92    326     216.98     63.318		0.30827918090885564 | 0.5397628602320729

 R  45 G  93    332     210.48     67.959		0.31827918090885565 | 0.5197628602320729

 R  45 G  94    328     206.66      76.88		0.31827918090885565 | 0.5397628602320729

 R  45 G  95    330      212.3     72.825		0.29827918090885563 | 0.5097628602320728

 R  45 G  96    336     207.16     68.169		0.30827918090885564 | 0.5097628602320728

 R  45 G  97    324     212.34     65.477		0.31827918090885565 | 0.5097628602320728

 R  45 G  98    328     221.36     75.507		0.32827918090885566 | 0.5197628602320729

 R  45 G  99    328     218.72     71.206		0.31827918090885565 | 0.5197628602320729

45     2###################### RawFitness
           0          0          350

 R  46 G   0    348      210.5     67.629		0.016755957797164545 | 0.5681110977350783

 R  46 G   1    348     213.12     72.917		0.016755957797164545 | 0.5681110977350783

 R  46 G   2    350     194.44     77.737		0.029168222887864248 | 0.7459593099124839

 R  46 G   3    350     219.14     71.225		0.029168222887864248 | 0.7459593099124839

 R  46 G   4    346     219.16     67.486		0.03916822288786425 | 0.7459593099124839

 R  46 G   5    348     197.64     77.473		0.029168222887864248 | 0.7459593099124839

 R  46 G   6    348      196.8     76.129		0.03916822288786425 | 0.7359593099124839

 R  46 G   7    348      211.3      66.02		0.03916822288786425 | 0.7459593099124839

 R  46 G   8    348     215.92     69.069		0.03916822288786425 | 0.7459593099124839

 R  46 G   9    350     216.64     66.486		0.03916822288786425 | 0.7459593099124839

 R  46 G  10    346      214.6     72.594		0.03916822288786425 | 0.755959309912484

 R  46 G  11    350     207.88       70.6		0.03916822288786425 | 0.7459593099124839

 R  46 G  12    348     197.58     77.469		0.03916822288786425 | 0.7359593099124839

 R  46 G  13    348      203.9     73.076		0.03916822288786425 | 0.7459593099124839

 R  46 G  14    348     220.84     64.563		0.03916822288786425 | 0.7459593099124839

 R  46 G  15    304     209.26     66.693		0.4349605672893855 | 0.2522084230670609

 R  46 G  16    304     217.82     61.597		0.4349605672893855 | 0.2522084230670609

 R  46 G  17    316      212.2     69.801		0.4349605672893855 | 0.2522084230670609

 R  46 G  18    290     210.22     67.145		0.727330148482756 | 0.5873568584997292

 R  46 G  19    290     210.38     61.514		0.737330148482756 | 0.5973568584997292

 R  46 G  20    286      217.0     62.053		0.747330148482756 | 0.6073568584997292

 R  46 G  21    302     200.64      68.09		0.737330148482756 | 0.6073568584997292

 R  46 G  22    290     190.62     73.009		0.717330148482756 | 0.5973568584997292

 R  46 G  23    288     198.76     69.874		0.727330148482756 | 0.5973568584997292

 R  46 G  24    292     209.08     69.274		0.727330148482756 | 0.5873568584997292

 R  46 G  25    288      207.1      67.99		0.727330148482756 | 0.5973568584997292

 R  46 G  26    292     195.66      69.69		0.727330148482756 | 0.5973568584997292

 R  46 G  27    284     198.16     73.253		0.727330148482756 | 0.5973568584997292

 R  46 G  28    286     199.18     71.137		0.717330148482756 | 0.5973568584997292

 R  46 G  29    286     191.64     73.298		0.727330148482756 | 0.5973568584997292

 R  46 G  30    288     212.38     63.785		0.717330148482756 | 0.5973568584997292

 R  46 G  31    288      189.4      71.14		0.727330148482756 | 0.5873568584997292

 R  46 G  32    296     213.36     63.218		0.717330148482756 | 0.5973568584997292

 R  46 G  33    286     221.64     60.466		0.727330148482756 | 0.5973568584997292

 R  46 G  34    292     200.54     66.286		0.717330148482756 | 0.5973568584997292

 R  46 G  35    286     193.56     74.904		0.717330148482756 | 0.5973568584997292

 R  46 G  36    290     206.34     70.181		0.717330148482756 | 0.6073568584997292

 R  46 G  37    296     208.82     69.148		0.727330148482756 | 0.6073568584997292

 R  46 G  38    294     190.24     66.653		0.717330148482756 | 0.6073568584997292

 R  46 G  39    290      205.5      68.46		0.707330148482756 | 0.5973568584997292

 R  46 G  40    286     213.68     67.569		0.727330148482756 | 0.5973568584997292

 R  46 G  41    286     198.62     68.783		0.707330148482756 | 0.5973568584997292

 R  46 G  42    286      205.6     68.411		0.737330148482756 | 0.5973568584997292

 R  46 G  43    292     199.66     73.785		0.727330148482756 | 0.6073568584997292

 R  46 G  44    288     196.72     76.523		0.727330148482756 | 0.5973568584997292

 R  46 G  45    286      217.0      62.84		0.717330148482756 | 0.5973568584997292

 R  46 G  46    290     204.08     76.224		0.717330148482756 | 0.5973568584997292

 R  46 G  47    286     215.92     61.868		0.717330148482756 | 0.5973568584997292

 R  46 G  48    286      196.5     66.897		0.727330148482756 | 0.5973568584997292

 R  46 G  49    292     214.22     63.113		0.727330148482756 | 0.6173568584997292

 R  46 G  50    282     202.94     72.656		0.737330148482756 | 0.6073568584997292

 R  46 G  51    290      206.1     71.081		0.727330148482756 | 0.5673568584997292

 R  46 G  52    290      214.7     66.041		0.727330148482756 | 0.5673568584997292

 R  46 G  53    292     212.24     70.298		0.707330148482756 | 0.6273568584997292

 R  46 G  54    288     211.02     67.708		0.707330148482756 | 0.6273568584997292

 R  46 G  55    298     208.44      70.11		0.727330148482756 | 0.5773568584997292

 R  46 G  56    296      206.1     70.018		0.707330148482756 | 0.6273568584997292

 R  46 G  57    288      208.4     65.015		0.727330148482756 | 0.5973568584997292

 R  46 G  58    288     206.78     67.331		0.717330148482756 | 0.5973568584997292

 R  46 G  59    288     208.04     66.492		0.727330148482756 | 0.5973568584997292

 R  46 G  60    292      197.6     66.698		0.727330148482756 | 0.5973568584997292

 R  46 G  61    306     201.24     72.611		0.727330148482756 | 0.6173568584997292

 R  46 G  62    294     205.54     69.021		0.727330148482756 | 0.5973568584997292

 R  46 G  63    290     204.38     65.152		0.727330148482756 | 0.5873568584997292

 R  46 G  64    288     212.26     63.142		0.737330148482756 | 0.6173568584997292

 R  46 G  65    290      217.8     70.143		0.727330148482756 | 0.5873568584997292

 R  46 G  66    286     211.06      70.79		0.727330148482756 | 0.6173568584997292

 R  46 G  67    292     206.94     68.245		0.727330148482756 | 0.5973568584997292

 R  46 G  68    290     212.94     67.363		0.717330148482756 | 0.5973568584997292

 R  46 G  69    294      201.6     65.541		0.727330148482756 | 0.5973568584997292

 R  46 G  70    296     210.22     58.144		0.717330148482756 | 0.5973568584997292

 R  46 G  71    286     192.82     71.949		0.707330148482756 | 0.5973568584997292

 R  46 G  72    288     205.58     71.124		0.737330148482756 | 0.5873568584997292

 R  46 G  73    292     198.74     68.971		0.707330148482756 | 0.5973568584997292

 R  46 G  74    294     214.88     59.476		0.707330148482756 | 0.5973568584997292

 R  46 G  75    286     189.74     72.385		0.707330148482756 | 0.5973568584997292

 R  46 G  76    288     213.92     60.342		0.707330148482756 | 0.5973568584997292

 R  46 G  77    294     212.08     68.784		0.707330148482756 | 0.5973568584997292

 R  46 G  78    302     208.28     68.492		0.707330148482756 | 0.5973568584997292

 R  46 G  79    290     205.08     66.905		0.697330148482756 | 0.6173568584997292

 R  46 G  80    292     205.54     72.111		0.697330148482756 | 0.5973568584997292

 R  46 G  81    290      213.5     62.732		0.707330148482756 | 0.6073568584997292

 R  46 G  82    288     216.58     66.935		0.717330148482756 | 0.5973568584997292

 R  46 G  83    290     207.18     67.829		0.707330148482756 | 0.6073568584997292

 R  46 G  84    294     212.58     64.986		0.707330148482756 | 0.5973568584997292

 R  46 G  85    292     218.72      64.41		0.727330148482756 | 0.5973568584997292

 R  46 G  86    286     209.64     68.074		0.727330148482756 | 0.6073568584997292

 R  46 G  87    294     200.84      71.54		0.707330148482756 | 0.5873568584997292

 R  46 G  88    292     212.66     68.234		0.717330148482756 | 0.6073568584997292

 R  46 G  89    290     212.58     70.532		0.717330148482756 | 0.5973568584997292

 R  46 G  90    288     195.28     68.372		0.717330148482756 | 0.5873568584997292

 R  46 G  91    288      195.8     73.068		0.707330148482756 | 0.5873568584997292

 R  46 G  92    288     200.64     70.303		0.707330148482756 | 0.5973568584997292

 R  46 G  93    294     213.16     66.729		0.707330148482756 | 0.5973568584997292

 R  46 G  94    290     207.48     68.085		0.707330148482756 | 0.5973568584997292

 R  46 G  95    294      208.6     68.784		0.717330148482756 | 0.6073568584997292

 R  46 G  96    288      211.7     63.153		0.717330148482756 | 0.6173568584997292

 R  46 G  97    290     211.78     69.603		0.717330148482756 | 0.6073568584997292

 R  46 G  98    296     212.34     68.482		0.717330148482756 | 0.5873568584997292

 R  46 G  99    300     202.64      68.83		0.697330148482756 | 0.6073568584997292

46     2###################### RawFitness
           0          0          350

 R  47 G   0    348     229.32     69.427		0.03374969552290785 | 0.22392418099888733

 R  47 G   1    350     203.14     71.768		8.13030732146891E-4 | 0.7940356005857832

 R  47 G   2    344     221.72     71.517		0.13524987920285836 | 0.38890520652059846

 R  47 G   3    342     218.54     71.907		0.1170520549870393 | 0.4839465967977735

 R  47 G   4    348     212.56     77.742		0.05673176856519635 | 0.9063550046143082

 R  47 G   5    346     223.68     71.278		0.13524987920285836 | 0.39890520652059847

 R  47 G   6    342     216.84     64.131		0.1170520549870393 | 0.4739465967977735

 R  47 G   7    346     209.16      66.92		0.1170520549870393 | 0.4639465967977735

 R  47 G   8    346     217.52     72.866		0.1170520549870393 | 0.4739465967977735

 R  47 G   9    346     215.08     72.452		0.1170520549870393 | 0.4639465967977735

 R  47 G  10    346     209.72     70.511		0.1170520549870393 | 0.4839465967977735

 R  47 G  11    346     216.84     66.425		0.1170520549870393 | 0.4639465967977735

 R  47 G  12    348     216.18     61.812		0.1070520549870393 | 0.4639465967977735

 R  47 G  13    342     211.02      61.38		0.1170520549870393 | 0.4639465967977735

 R  47 G  14    342      221.9      53.98		0.1170520549870393 | 0.4639465967977735

 R  47 G  15    318     213.84     61.017		0.47698247583975695 | 0.28173841966432056

 R  47 G  16    310     207.68     60.702		0.48698247583975696 | 0.27173841966432055

 R  47 G  17    338     220.58     62.662		0.1170520549870393 | 0.4639465967977735

 R  47 G  18    312     213.48       57.8		0.46698247583975694 | 0.28173841966432056

 R  47 G  19    312     213.44     61.279		0.45698247583975693 | 0.29173841966432057

 R  47 G  20    312     211.08     60.994		0.48698247583975696 | 0.28173841966432056

 R  47 G  21    314     212.82     62.594		0.46698247583975694 | 0.29173841966432057

 R  47 G  22    318     216.44     59.686		0.47698247583975695 | 0.29173841966432057

 R  47 G  23    314     215.86     58.525		0.47698247583975695 | 0.29173841966432057

 R  47 G  24    322      211.4     61.971		0.47698247583975695 | 0.29173841966432057

 R  47 G  25    316     210.52     60.676		0.47698247583975695 | 0.29173841966432057

 R  47 G  26    312     222.62      61.51		0.47698247583975695 | 0.29173841966432057

 R  47 G  27    310     207.14     53.228		0.48698247583975696 | 0.26173841966432054

 R  47 G  28    310     211.24     59.508		0.47698247583975695 | 0.29173841966432057

 R  47 G  29    312      209.9     58.438		0.47698247583975695 | 0.29173841966432057

 R  47 G  30    316     205.32     59.085		0.48698247583975696 | 0.28173841966432056

 R  47 G  31    316     204.38     60.046		0.48698247583975696 | 0.28173841966432056

 R  47 G  32    320      216.0     63.482		0.47698247583975695 | 0.28173841966432056

 R  47 G  33    314     215.02     60.522		0.47698247583975695 | 0.28173841966432056

 R  47 G  34    310      206.7     55.613		0.49698247583975697 | 0.3017384196643206

 R  47 G  35    310     221.84     57.199		0.48698247583975696 | 0.29173841966432057

 R  47 G  36    310     217.18     62.174		0.47698247583975695 | 0.28173841966432056

 R  47 G  37    312     210.06     61.824		0.47698247583975695 | 0.29173841966432057

 R  47 G  38    308     205.86     56.519		0.48698247583975696 | 0.29173841966432057

 R  47 G  39    314     217.24     55.905		0.49698247583975697 | 0.3017384196643206

 R  47 G  40    316     216.88     61.069		0.47698247583975695 | 0.29173841966432057

 R  47 G  41    318     222.06     62.962		0.48698247583975696 | 0.3017384196643206

 R  47 G  42    310     222.62     63.028		0.46698247583975694 | 0.28173841966432056

 R  47 G  43    314     215.74     58.998		0.47698247583975695 | 0.28173841966432056

 R  47 G  44    322     205.26     62.551		0.46698247583975694 | 0.28173841966432056

 R  47 G  45    318      195.7     60.721		0.45698247583975693 | 0.29173841966432057

 R  47 G  46    312      218.7     57.005		0.47698247583975695 | 0.28173841966432056

 R  47 G  47    318     214.72     60.391		0.46698247583975694 | 0.28173841966432056

 R  47 G  48    316     209.38     61.042		0.47698247583975695 | 0.28173841966432056

 R  47 G  49    316     218.12     65.754		0.48698247583975696 | 0.28173841966432056

 R  47 G  50    316     208.94     66.455		0.47698247583975695 | 0.28173841966432056

 R  47 G  51    316     226.72     58.182		0.46698247583975694 | 0.28173841966432056

 R  47 G  52    322     216.56      61.31		0.46698247583975694 | 0.28173841966432056

 R  47 G  53    316     212.62     57.457		0.46698247583975694 | 0.27173841966432055

 R  47 G  54    320     209.96     59.003		0.47698247583975695 | 0.28173841966432056

 R  47 G  55    312     216.04      59.95		0.45698247583975693 | 0.29173841966432057

 R  47 G  56    320     220.76     56.688		0.46698247583975694 | 0.29173841966432057

 R  47 G  57    314     202.12     69.611		0.46698247583975694 | 0.27173841966432055
